title,author,pub
Bring back the boys : U.S. Armed Forces in Indochina /,"Bejarano, Arthur T.","New York : Vantage Press, 1977"
Search and destroy,"Blacker, Irwin R.","New York, Random House 1966"
Search and destroy /,"Blacker, Irwin R.","New York : Dell,  1967, 1966"
Comrades in arms; a novel.,"Boatman, Alan.","New York, Harper & Row 1974"
Comrades in arms : a novel [uncorrected proof] /,"Boatman, Alan.","New York : Harper & Row, Publishers, 1974"
F.N.G. /,"Bodey, Donald.","New York, N.Y. : Viking, 1985"
F.N.G. /,"Bodey, Donald.","New York, N.Y. : Viking, 1985"
Light casualties /,"Bonazzi, Robert.","London ; New York : Transatlantic Review, 1968"
Step to danger /,"Borden, Bill.","Agoura, Calif. : Pad Library, 1967"
Ears of the jungle.,"Boulle, Pierre, 1912-1994.","New York, Vanguard Press 1972"
"Bound captive.  Publication:  New York, N.Y. : Star Distributors, 1982   Document:  English :  Book   :  Fiction         Libraries Worldwide : 3   More Like This:  Advanced options ...   See more details for locating this item","Bound captive.  Publication:  New York, N.Y. : Star Distributors, 1982   Document:  English :  Book   :  Fiction         Libraries Worldwide : 3   More Like This:  Advanced options ...   See more details for locating this item","New York, N.Y. : Star Distributors, 1982"
Soldiers' girl /,"Braun, Rex.","North Hollywood, Calif. : American Art Enterprises, Inc. ; 1984"
The traitors; a novel.,"Briley, John.","New York, Putnam 1969"
The traitors /,"Briley, John.","New York : Popular Library, 1969"
Paybacks : a novel /,"Britton, Christopher.","New York : D.I. Fine, 1985"
War and the man-lovers /,"Broun, Anthony.","[United States] : N.P. Inc.,  1965-1969?"
Tomorrow's promise /,"Brown, Sandra, 1948-","Toronto ; New York : Harlequin, 1983"
M.I.A. hunter /,"Buchanan, Jack.","New York : Berkley Pub. Group, 1985"
Cambodian hellhole /,"Buchanan, Jack.","New York : Jove, 1985"
Hanoi deathgrip /,"Buchanan, Jack.","New York : Jove, 1985"
Mountain massacre /,"Buchanan, Jack.","New York, N.Y. : Jove, 1985"
M.I.A. hunter : Cambodian hellhole /,"Buchanan, Jack.","New York : Berkley Pub. Group, 1985"
Mountain massacre /,"Buchanan, Jack.","New York : Berkley Pub. Group, 1985"
M. I. A. hunter /,"Buchanan, Jack.","New York : Jove, 1985"
M.I.A. hunter : Hanoi deathgrip /,"Buchanan, Jack.","New York : Berkley Pub. Group, 1985"
Hands of fools /,"Bunch, Chris.; Benton, Bruce.","Los Angeles : Knight Pub. Corp., 1971   In:  Adam v. 15 no. 4 (May 1971)"
The lionheads : a novel /,"Bunting, Josiah, 1939-","New York : George Braziller, 1972"
The lionheads : a novel /,"Bunting, Josiah.","New York : G. Braziller, 1972"
Beyond the flag /,"Buonanno, Christopher.","New York : Tower Books, 1981"
Beyond the flag /,"Buonanno, Christopher.","New York : Leisure Books, 1981"
Beyond the flag /,"Buonanno, Christopher.","London : Ace/Stoneshire Books, 1983"
Laughing war /,"Burke, Martyn, 1942-","Toronto : Doubleday Canada Ltd. ; Garden City, N.Y. : Doubleday, 1980"
Laughing war /,"Burke, Martyn, 1942-","Toronto : Doubleday Canada Ltd. ; Garden City, N.Y. : Doubleday, 1980"
Laughing war /,"Burke, Martyn.","Toronto : Doubleday Canada Ltd, 1980"
On distant ground : a novel /,"Butler, Robert Olen.","New York : Knopf, 1985"
The alleys of Eden /,"Butler, Robert Olen.","New York : Horizon Press, 1981"
Sun dogs /,"Butler, Robert Olen.","New York : Horizon Press, 1982"
The alleys of Eden /,"Butler, Robert Olen.","New York : Ballantine Books,  1983, 1981"
On distant ground : a novel /,"Butler, Robert Olen.","New York : Knopf, 1985"
On distant ground : a novel /,"Butler, Robert Olen.",New York : Henry Holt and Co.. 1985
On distant ground /,"Butler, Robert Olen.",1984
Sun dogs : a novel /,"Butler, Robert Olen.","New York : H. Holt, 1982"
Sun dogs : a novel /,"Butler, Robert Olen.","New York : H. Holt, 1982"
The alleys of Eden /,"Butler, Robert Olen.","New York : Horizon Press, 1981"
Orders to Vietnam : a novel of helicopter warfare /,"Butterworth, W. E. 1929-","Boston : Little, Brown, 1968"
Return to racing /,"Butterworth, W. E. 1929-","New York : Grosset & Dunlap, 1971"
Return to racing /,"Butterworth, W. E. 1929-","New York : Grosset & Dunlap, 1971"
Stop and search : a novel of small boat warfare off Vietnam /,"Butterworth, W. E. 1929-","Boston : Little, Brown 1969"
Air evac,"Butterworth, W. E. 1929-","New York, W. W. Norton 1967"
Saigon commandos /,"Cain, Jonathan.","New York : Kensington Pub. Corp., 1983"
Boonie-rat body burning /,"Cain, Jonathan.","New York : Zebra Books, 1984"
Cherry-boy body bag /,"Cain, Jonathan.","New York : Kensington Pub. Corp., 1984"
Mad minute /,"Cain, Jonathan.","New York : Kensington Pub. Corp., 1985"
Dinky-dau death /,"Cain, Jonathan.","New York : Kensington Pub. Corp., 1984"
"You die, du ma! /","Cain, Jonathan.","New York : Kensington Pub. Corp., 1985"
Code zero: shots fired! /,"Cain, Jonathan.","New York : Kensington Pub. Corp., 1983"
Di di mau or die /,"Cain, Jonathan.","New York : Kensington Pub. Corp., 1984"
Code zero: shots fired! /,"Cain, Jonathan.","New York : Kensington Pub. Corp.,  1984, 1983"
Code zero : shots fired! /,"Cain, Jonathan.","New York : Zebra Books,  1984, 1983"
"Saigon commandos / Vol. 2, Code zero : shots fired! / Jonathan Cain.","Cain, Jonathan.",New York : Kensington Publ. Corp. 1983   In:  Saigon commandos
The dragon's spine /,"Cameron, Lou, 1924-","New York : Avon,  1969, 1968"
The mission /,"Camper, Frank.","New York : Manor Books, 1979"
The breaking of P.O.W. Wayne /,"Canney, Frank J.","New York, N.Y. : Magazine Management Co., 1976   In:  Men v. 25, no. 5 (May, 1976)"
DelCorso's gallery /,"Caputo, Philip.","New York : Holt, Rinehart and Winston, 1983"
DelCorso's gallery /,"Caputo, Philip.","New York : Holt, Rinehart and Winston, 1983"
DelCorso's gallery /,"Caputo, Philip.","New York : Dell,  1984, 1983"
DelCorso's gallery /,"Caputo, Philip.",1983
Heroes : a novel /,"Carabatsos, James.","New York : Berkley, 1977"
Death by demonstration /,"Carlon, Patricia, 1927-2002.","New York : Soho Press, 1970"
The mystery of the madman at Cornwall Crag /,"Carlson, Dale Bick.; LaPadula, Tom,","New York : Golden Book, 1984"
Shaw's Nam /,"Carn, John, 1947-","Indianapolis, Ind. : Benjamin Books, 1984"
Prince of peace /,"Carroll, James, 1943-","Boston : Little, Brown, 1984"
Prince of peace /,"Carroll, James, 1943-","New York : New American Library,  1985, 1984"
Token soldiers /,"Carroll, John, 1945-","Boronia, Vic. : Wildgrass Books, 1983"
Token soldiers /,"Carroll, John.","Boronia, Vic : Wildgrass Books, 1983"
Born again on the 4th of July : Vietnam combat veterans simulator kit /,"Carroll, Tod.; O'Rourke, P. J.","New York, N.Y. : National Lampoon, Inc., 1978   In:  National lampoon v. 1, no. 100 (July 1978)"
Appointment in Haiphong /,"Carter, Nick.","New York : Ace Charter, 1982"
The shadows in Go-Yeu.,"Carver, James.","New York, Walker 1971"
The shadows in Go-Yeu /,"Carver, James.","New York : Walker, 1971"
Cease fire : a novel /,"Casey, Jack.","New York : New American Library, 1985"
In the name of love /,"Cassiday, Bruce.","New York : Award Books, 1974"
A station in the delta : a novel /,"Cassidy, John, 1922-","New York : Scribner, 1979"
A station in the delta : novel /,"Cassidy, John, 1922-","New York : Ballantine Books,  1981, 1979"
A station in the delta : a novel.,"Cassidy, John, 1922-","New York : Ballantine, 1979"
A station in the delta /,"Cassidy, John, 1922-",1979
The valor of Francesco D'Amini /,"Certo, Dominic N.","New York : Manor Books, 1979"
"Husbands, heroes and friends /","Certo, Dominic N.",1975-1996?
The weaning of Francesco D'Amini /,"Certo, Dominic N.",1980
Captain Hollister; a novel.,"Chandler, David.","New York, Macmillan 1973"
Pandora's box; a novel.,"Chastain, Thomas.","New York, Mason & Lipscomb 1974"
Pandora's box : a novel /,"Chastain, Thomas.","New York : Mason & Lipscomb, 1974"
The ant war : a novel /,"Chatain, Robert.",1970s
Port Arthur chicken /,"Chiu, Tony.","New York : Morrow, 1979"
Port Arthur chicken /,"Chiu, Tony.","New York : Morrow, 1979"
Flames of war /,"Christensen, George C., 1929-","New York : Vantage, 1976"
A novella and four stories /,"Christman, Rick.",1979 Dissertation:  Thesis (M.A.)--Mankato State University.
"War and morality the search for meaning in American novels of World War I, World War II, and the Vietnam War /","Chung, Youn-son.","1985 Dissertation:  Thesis (Ph. D.)--Emory University, 1985."
"War and morality : the search for meaning in American novels of World War I, World War II, and the Vietnam War /","Chung, Youn-son.","1985 Dissertation:  Thesis (Ph. D.)--Emory University, 1985."
The lion heart; a tale of the war in Vietnam.,"Clark, Alan, 1928-1999.","New York, Morrow, 1969"
To stand against the wind /,"Clark, Ann Nolan, 1896-1995.","New York : Viking Press, 1978"
Spearfield's daughter /,"Cleary, Jon, 1917-2010.","New York : Morrow, 1983"
Spearfield's daughter /,"Cleary, Jon, 1917-2010.","Sydney ; London : Collins, 1982"
Born again /,"Clifton, Merritt.","Richford, VT : Samisdat, 1979   In:  Samisdat (Richford, Vt.) no. 72"
Sergeant back again /,"Coleman, Charles, 1946-","New York : Harper & Row, 1980"
The catalogue of chameleons /,"Coleman, Charles, 1946-","1976, 1975 Dissertation:  Thesis (Ph. D.)--State University of New York at Binghamton, 1976."
Sergeant back again /,"Coleman, Charles.","New York : Harper & Row, 1980"
The defector.,"Collingwood, Charles.","New York, Harper & Row  1969, 1970"
Hush money /,"Collins, Max Allan.","New York : Pinnacle Books, 1981"
"Combat buddy ; Viet Cong prisoners.  Publication:  New York, N.Y. : Star Distributors, 1983   Document:  English :  Book   :  Fiction         Libraries Worldwide : 2   More Like This:  Advanced options ...   See more details for locating this item","Combat buddy ; Viet Cong prisoners.  Publication:  New York, N.Y. : Star Distributors, 1983   Document:  English :  Book   :  Fiction         Libraries Worldwide : 2   More Like This:  Advanced options ...   See more details for locating this item","New York, N.Y. : Star Distributors, 1983"
"Collection of 32 Digger broadsides.    Author:  Anderson, Chester.; Braudigan, Richard,, and others  Corp",Communication Company.,"San Francisco : The Communication Company and others,  1966-1967"
"Cong rape squad.  Publication:  New York, N.Y. : Star Distributors, 1983   Document:  English :  Book      Libraries Worldwide : 1   More Like This:  Advanced options ...   See more details for locating this item","Cong rape squad.  Publication:  New York, N.Y. : Star Distributors, 1983   Document:  English :  Book      Libraries Worldwide : 1   More Like This:  Advanced options ...   See more details for locating this item","New York, N.Y. : Star Distributors, 1983"
Stories of the Vietnamese resistance /,"Cook, Freda.","Christchurch, N.Z. : Monthly Review Society, 1963"
The wine of God's anger.,"Cook, Kenneth, 1929-1987.",[Melbourne] Cheshire--Lansdowne 1968
The intruders /,"Coonts, Stephen, 1946-","Rockland, Mass. : Wheeler, 1980"
A storm of spears /,"Coppel, Alfred.","New York : Pinnacle Books,  1972, 1971"
The deer hunter /,"Corder, E. M.","New York : Exeter Books,  1979, 1978"
The deer hunter /,"Corder, E. M.","New York, N.Y. : Jove, 1978"
The deer hunter /,"Corder, E. M.","New York : Exeter Books, 1978"
The deer hunter /,"Corder, E. M.","New York, N.Y. : Jove, 1978"
The deer hunter,"Corder, E. M.. Auteur.","New York, N.Y. : Jove, 1978"
The magnificent bastards of Vietnam /,"Cortesi, Lawrence.","New York : Tower, 1968"
A long time from home /,"Costello, Michael, 1947-","New York : Kensington, 1984"
A long time from home /,"Costello, Michael.","New York : Zebra Books, 1984"
Lottery in lives,"Couper, J. M. 1914-","Boston, Houghton Mifflin,  1971, 1970"
"The thundering good today,","Couper, J. M. 1914-","London, Bodley Head, 1970"
Gunship commander /,"Crawford, William.",New York Pinnicle Books 1973
"One day for peace,","Crosby, Alexander L.","Boston, Little, Brown 1971"
"One day for peace,","Crosby, Alexander L.","New York, Dell  1972, 1971"
"One day for peace,","Crosby, Alexander L.","New York, Dell  1972, 1971"
The ninth dragon /,"Cross, E. B.","New York : Pinnacle Books, 1985"
The nitty-gritty affair /,"Cross, Gene.","San Diego, Calif. : Ember Library Books, 1967"
Firebase /,"Crowther, John, 1939-","New York : St. Martin's Press, 1975"
One to count cadence /,"Crumley, James, 1939-2008.","New York : Bantam Books, 1970"
Operation VC /,"Daniels, Norman.","New York : Pyramid Books, 1967"
Delta Eight : a novel /,"Davidson, Craig.",1979
Coming home.,"Davis, George, 1939-","New York, Random House  1972, 1971"
Coming home /,"Davis, George, 1939-","New York : Random House, 1971"
Coming home /,"Davis, George.","New York : Random House, 1972"
A buddy is forever /,"Dawes, Carson.","New York, N.Y. : See Magazines, 1969"
"Nurse in Vietnam,","Dean, Nell Marr, 1910-","New York, Messner 1969"
Deadly snow /,"Decker, Jake.","New York : Pinnacle,  1984, 1983"
The 13th valley : a novel /,"Del Vecchio, John M.","New York : Bantam Books, 1982"
The 13th valley /,"Del Vecchio, John M.","Toronto ; New York : Bantam Books,  1983, 1982"
The 13th valley a novel /,"Del Vecchio, John M. (1948-....). Auteur.","New York : Bantam Books, 1982"
The 13th valley : a novel /,"Del Vecchio, John M., 1948-","New York : Bantam Books, 1982"
"The 13th valley, a novel /","Del Vecchio, John M., 1948-","Toronto ; New York : Bantam Books,  1983, 1982"
"The 13th valley, a novel /","Del Vecchio, John M., 1948-","New York : Bantam Books,  1983, 1982"
The 13th Valley : a novel /,"Del Vecchio, John M., 1948-","New York : Bantam Books, 1982"
"The 13th valley, a novel /","Del Vecchio, John M., 1948-","Toronto ; New York : Bantam Books, 1982"
"The 13th valley, a novel /","Del Vecchio, John M., 1948-","Toronto : Bantam Books, 1982"
The 13th valley /,"Del Vecchio, John M., 1948-","New York : St. Martin's Griffin, 1982"
The 13th valley : a novel /,"Del Vecchio, John M., 1948-","Toronto : Bantam Books, 1982"
"The 13th valley, a novel /","Del Vecchio, John M., 1948-","New York : Bantam Books, 1982"
The 13th valley : a novel /,"Del Vecchio, John M., 1948-","Toronto ; New York : Bantam Books, 1981"
"The 13th valley, a novel /","Del Vecchio, John M., 1948-","New York : Bantam Books, 1982"
The 13th valley : a novel /,"Del Vecchio, John M., 1948-","Toronto ; New York : Bantam Books, 1981"
The 13th valley : a novel /,"Del Vecchio, John M., 1948-","Toronto ; New York : Bantam Books, 1981"
"The 13th valley, a novel /","Del Vecchio, John M., 1948-","New York : Bantam Books, 1982"
The 13th valley a novel /,"Del Vecchio, John M., 1948-","Toronto New York Bantam Books  1982, 1981"
The 13th valley : a novel /,"Del Vecchio, John M., 1948-","Toronto ; New York : Bantam Books,  1983, 1982"
The 13th Valley : a novel /,"Del Vecchio, John M., 1948-","New York : Bantam Books, 1982"
Word of honor /,"DeMille, Nelson.","New York, NY : Warner Books, 1985"
Word of honor /,"DeMille, Nelson.","New York, N.Y. : Warner Books, 1985"
Three complete novels /,"DeMille, Nelson.","New York, NY : Warner Books, 1985"
Word of honor.,"DeMille, Nelson.","Boston, MA : G.K. Hall, 1985"
The blind gods of war /,"Denton, Norris H.",1980-1999?
Jungle blitz /,"Derrick, Lionel.","New York : Pinnacle Books, 1982"
Blood on the strip /,"Derrick, Lionel.","New York City : Pinnacle Books, 1973"
The target is H /,"Derrick, Lionel.","New York City : Pinnacle Books, 1973"
The pride of the Green Berets /,"Derrig, Peter.","New York : Paperback Library, 1966"
The glory of the green berets /,"Derrig, Peter.","New York : Paperback Library, 1967"
Battlefield /,"Derrig, Peter.","New York, N.Y. : Paperback Library, 1967"
The pride of the Green Berets /,"Derrig, Peter.","New York : Paperback Library, 1966"
The glory of the Green Berets,"Derrig, Peter.","New York : Paperback Library, 1967"
Next of kin /,"Dewlen, Al.","Garden City, N.Y. : Doubleday, 1977"
Next of kin /,"Dewlen, Al.","Garden City, N.Y. : Doubleday, 1977"
No virgins in Cham Ky /,"Dexter, John, 1935-","San Diego, CA : Corinth Publications, 1967"
Vietnam vixen,"Dexter, John, 1935-","San Diego : Phenix Publishers, 1967"
Shadows of Vietnam /,"Dickson, Jim, 1941-","Zachary, LA : Christian Litho, Inc., 1973"
A surgical operation; to American friends who are struggling against the dirty war in Viet Nam.,Dinh-Phong.,"[Hanoi?] South Viet Nam, Giai Phong Pub. House, 1969"
A surgical operation : to American friends who are struggling against the dirty war in Viet Nam /,Dinh-Phong.,"[Hanoi?] : South Viet Nam, Giai Phong Pub. House, 1969"
"Distant stars  Publication:  Hanoi : Foreign Languages Pub. House, 1976   Document:  English :  Book   :  Fiction   :  Microform         Libraries Worldwide : 1   More Like This:  Advanced options ...   See more details for locating this item","Distant stars  Publication:  Hanoi : Foreign Languages Pub. House, 1976   Document:  English :  Book   :  Fiction   :  Microform         Libraries Worldwide : 1   More Like This:  Advanced options ...   See more details for locating this item","Hanoi : Foreign Languages Pub. House, 1976"
Dau : a novel of Vietnam /,"Dodge, Ed.","New York : Macmillan, 1984"
Dau : a novel of Vietnam /,"Dodge, Ed.","New York : Berkley Books, 1984"
Dau : a novel of Vietnam /,"Dodge, Ed.","New York : Macmillan, 1984"
On the edge : a novel /,"Doliner, Roy.","New York : Viking Press, 1978"
Fantasex boys /,"Donom, Jack.; Delrook, L. M.; O'Hara, Brian.","Miami, Fla. : Numbers, 1978"
The bombing officer /,"Doolittle, Jerome.","New York : E.P. Dutton, 1982"
The bombing officer /,"Doolittle, Jerome.","New York : E.P. Dutton, 1982"
Passion to disaster /,"Douglas, Ray.","[United States] : National Library Books, 1967"
The opium stratagem /,"Downs, Hunton.","Toronto ; New York : Bantam Books, 1973"
The visible man /,"Dozois, Gardner R.","New York : Berkley Pub. Corp., 1977"
The Vietnam bookshelf enters the 1980s /,"Dunn, Joe P., 1945-","Wenatchee, Wash. : Mirror Northwest, 1981   In:  Naval War College review v. 34, no. 5 (Sept.-Oct. 1981)"
The man in the box : a story from Vietnam /,"Dunn, Marylois, 1930-","New York : McGraw-Hill, 1968"
The man in the box : a story from Vietnam /,"Dunn, Marylois, 1930-","New York : Dell,  1975, 1968"
The man in the box; a story from Vietnam.,"Dunn, Marylois, 1930-","New York, McGraw-Hill 1968"
"No bugles, no drums /","Durden, Charles.","New York : Viking Press, 1976"
"No bugles, no drums /","Durden, Charles.","New York : Avon Books,  1984, 1976"
"No bugles, no drums /","Durden, Charles.","New York : Viking Press, 1976"
"No bugles, no drums /","Durden, Charles.","New York : Viking Press, 1976"
Run between the raindrops /,"Dye, Dale A.","New York : Avon, 1985"
The ghost killer /,"Eagan, Jerald J., 1947-",1978 Dissertation:  Thesis (M.F.A.)--University of Oregon.
The bamboo bed.,"Eastlake, William.","New York, Simon and Schuster 1969"
The bamboo bed /,"Eastlake, William.","New York : Avon,  1985, 1969"
The bamboo bed /,"Eastlake, William.","New York : Grove,  1971, 1969"
The bamboo bed.,"Eastlake, William.","[Taipei] : [Huang Chia Book Co], 1969"
The long way home : a novel /,"Ebert, Alan.; Rotchstein, Janice.","New York : Crown Publishers, 1984"
The long way home /,"Ebert, Alan.; Rotchstein, Janice.","Toronto ; New York : Bantam Books,  1985, 1984"
The long way home : a novel /,"Ebert, Alan.; Rotchstein, Janice.","New York Toronto Bantam Books  1985, 1984"
A special breed of man /,"Edell, Ed.","Guilderland, N.Y. : Ranger Associates, 1984"
A special breed of man /,"Edell, Ed.","Guilderland, N.Y : Ranger Associates, 1984"
As if,"Edgar, Ken, 1924-","Englewood Cliffs, N.J., Prentice-Hall 1973"
What are the elders of their village thinking?.,"Egan, Eileen.","New York : PAX, 1968"
Vietnam-Perkasie : a combat marine memoir /,"Ehrhart, W. D. 1948-","Jefferson, N.C. : McFarland, 1983"
Images from Vietnam /,"Ehrhart, W. D. 1948-; Grossman, Laura.","[Brooklyn, N.Y., Workshop in Nonviolence Institute, 1979   In:  Win no. 8 (1979)"
Close combat /,"Ehrlich, Jack.","New York : Pocket Books, 1969"
Vietnam nurse /,"Elliott, Ellen.","New York : Arcadia House, 1968"
The noisy American /,"Elliott, Neil.","London ; Melbourne : Scripts, 1967"
The summer after the war.,"Ellison, James Whitfield.","New York, Dodd, Mead 1972"
The summer after the war /,"Ellison, James Whitfield.","New York : Dodd, Mead, 1972"
Nick Carter : Hanoi /,"Engel, Lyle Kenyon.","New York : Award Books, 1966"
Nick Carter : Cambodia /,"Engel, Lyle Kenyon.","New York : Award Books ; London : Tandem Books, 1970"
Walk me to the distance /,"Everett, Percival L.","New York : Ticknor & Fields, 1985"
Intrigue /,"Fabian, Joel.","Buffalo, N.Y. : After Hours Book, Inc., 1966"
The fastest truck in Vietnam /,"Faherty, Pat.","San Francisco : Pull/Press, 1983"
Vietnam nurse /,"Field, Della.","New York : Avon Books, 1966"
"Records, ca. 1971-1975.    Corp",First Casualty Press.,1971-1975
White Cloud is gone! /,"Fitzgerald, Charlie.","[Wisconsin? : Charlie Fitzgerald,  1985-2010?"
Tin wife /,"Flaherty, Joe.","New York : Simon and Schuster, 1983"
Tin wife /,"Flaherty, Joe.","New York : Simon and Schuster, 1983"
The officers' wives /,"Fleming, Thomas J.","Garden City, N.Y. : Doubleday, 1981"
The officers' wives /,"Fleming, Thomas J.","New York : Warner,  1982, 1981"
The Shelton conspiracy,"Foley, Rae, 1900-1978.","New York, Dodd, Mead 1967"
The Shelton conspiracy /,"Foley, Rae, 1900-1978.","New York, N.Y. : Dell,  1972, 1967"
Incident at Muc Wa.,"Ford, Daniel, 1931-","Garden City, N.Y., Doubleday, 1967"
Incident at Muc Wa /,"Ford, Daniel, 1931-","London : Heinemann, 1967"
Incident at Muc Wa /,"Ford, Daniel, 1931-","New York : Pyramid Books, 1967"
Incident at Muc Wa /,"Ford, Daniel, 1931-","New York : Pyramid Books, 1967"
Go tell the Spartans /,"Ford, Daniel.","New York : Jove Publications,  1979, 1967"
The ultimate good luck /,"Ford, Richard, 1944-","Boston : Houghton Mifflin, 1981"
Nasho /,"Frazer, Michael, 1948-","Melbourne : Aries Imprint, 1984"
The Vietnam legacy /,"Freemantle, Brian.","New York, N.Y. : Tom Doherty Associates, 1984"
Vietnam: both sides /,"French, Robert.","New York : Manor Books, 1979"
Fragments /,"Fuller, Jack.","New York : Morrow, 1984"
Convergence /,"Fuller, Jack.","Garden City, N.Y. : Doubleday, 1982"
Fragments /,"Fuller, Jack.","New York : Dell,  1985, 1984"
Fragments /,"Fuller, Jack.","New York : Morrow, 1984"
The girl next door /,"Gaddis, Peggy.","New York : New American Library, 1968"
Carpenter's gothic /,"Gaddis, William, 1922-1998.","New York : Viking, 1985"
Carpenter's gothic : a novel /,"Gaddis, William, f. 1922.","New York : Viking, 1985"
The interceptor pilot /,"Gangemi, Kenneth, 1937-","London ; Boston : M. Boyars, 1980"
The last bridge.,"Garfield, Brian, 1939-","New York, McKay 1966"
The last bridge /,"Garfield, Brian, 1939-","New York : Avon Books, 1967"
Reconnecting time and history in narratives of the Vietnam War /,"Gaspar, Charles Jamieson.","Ann Arbor, Mich. : University Microfilms International,  1984, 1983   Dissertation:  Thesis (Ph.D.)--University of Connecticut, 1983."
A collection of short stories /,"Gauny, Sam C.","1983 Dissertation:  Thesis (M.A.)--University of New Mexico, 1983."
Love and war in Vietnam /,"Gentry, Claude.","Baldwyn, Miss. : Magnolia Pub., 1970"
