title,author,pub
"General Wainwright's story : the account of four years of humiliating defeat, surrender, and captivity /","Wainwright, Jonathan Mayhew, 1883-1953.; Considine, Bob,","Garden City, N.Y. : Doubleday & Co., 1946"
They shall not sleep,"Stowe, Leland, 1899-","New York, A.A. Knopf, 1944"
The Colditz story.,"Reid, P. R. 1910-1990.","Philadelphia, Lippincott,  1953, 1952"
"Queen of the flat-tops; the U.S.S. Lexington and the Coral Sea battle,","Johnston, Stanley.","New York, E.P. Dutton & Co., inc., 1942"
God is my co-pilot.,"Scott, Robert Lee, Jr., 1908-2006.","New York, Scribner, 1943"
Tour of duty.,"Dos Passos, John, 1896-1970.","Boston, Houghton Mifflin Co., 1946"
This house against this house,"Sheean, Vincent, 1899-1975.","New York, Random House 1946"
"Shooting the Russian War,","Bourke-White, Margaret, 1904-1971.","New York, Simon and Schuster, 1942"
I saw the fall of the Philippines,"Romulo, Carlos P. 1899-1985.","Garden City, New York, Doubleday, Doran & Co., 1942"
c/o Postmaster,"St. George, Thomas R. 1919-","New York, Thomas Y. Crowell Co. 1943"
To hell and back.,"Murphy, Audie, 1924-1971.","New York, H. Holt 1949"
Many a watchful night ...,"Brown, John Mason, 1900-1969.","New York, London, Whittlesey House, McGraw-Hill Book Co. 1944"
"Under the Red Sea sun,","Ellsberg, Edward, 1891-1983.","New York, Dodd, Mead & Co., 1946"
"We thought we heard the angels sing; the complete epic story of the ordeal and rescue of those who were with Eddie Rickenbacker on the plane lost in the Pacific,","Whittaker, James C., 1901-; Sheahan, Gary,","New York, E.P. Dutton & Co., 1943"
"To all hands, an amphibious adventure.","Brown, John Mason, 1900-1969.","New York, London, Whittlesey House, McGraw-Hill Book Co. 1943"
Queens die proudly,"White, William Lindsay, 1900-1973.","New York, Harcourt, Brace and Co. 1943"
"Semper fidelis : the U.S. marines in the Pacific, 1942-1945 /","O'Sheel, Patrick, 1915- ed.; Cook, Eugene,","New York : William Sloane Associates, 1947"
United States destroyer operations in World War II /,"Roscoe, Theodore.","Annapolis : United States Naval Institute, 1953"
American guerrilla in the Philippines /,"Wolfert, Ira, 1908-1997.","New York : Simon and Schuster, 1945"
American guerrilla in the Philippines /,"Wolfert, Ira, 1908-1997.","New York : Simon and Schuster, 1945"
Retreat with Stilwell /,"Belden, Jack, 1910-","New York : Knopf, 1943"
Only the stars are neutral.,"Reynolds, Quentin James, 1902-1965.","New York, Random House 1942"
"Forever China, by Robert Payne.","Payne, Robert, 1911-1983.","New York, Dodd, Mead and Co. 1945"
From day to day;,"Nansen, Odd, 1901-; John, Katherine,","New York, Putnam's Sons 1949"
Eisenhower was my boss;,"Morgan, Kay Summersby.; Kearns, Michael,","New York, Prentice-Hall 1948"
The Battle of Britain /,"Reynolds, Quentin James, 1902-1965.; Knight, Clayton,","New York : Random House, 1953"
"They called it ""Purple Heart Valley""; a combat chronicle of the war in Italy.","Bourke-White, Margaret, 1904-1971.","New York, Simon and Schuster, 1944"
"The best from Yank, the army weekly,  Publication:  New York, E.P. Dutton & Co., 1945   Document:  English :  Book   :  Fiction         Libraries Worldwide : 535     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","The best from Yank, the army weekly,  Publication:  New York, E.P. Dutton & Co., 1945   Document:  English :  Book   :  Fiction         Libraries Worldwide : 535     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","New York, E.P. Dutton & Co., 1945"
Strictly personal /,"Maugham, W. Somerset 1874-1965.","Garden City, N.Y. : Doubleday, Doran and Co., 1941"
Dress rehearsal: the story of Dieppe / Quentin Reynolds.,"Reynolds, Quentin James, 1902-1965.","New York: Random House, 1943"
A thousand shall fall.,"Habe, Hans, 1911-1977.","New York, Harcourt, Brace and Co. 1941"
They call it Pacific; an eye-witness story of our war against Japan from Bataan to the Solomons.,"Lee, Clark.","New York, Viking Press,  1943, ?"
No other road to freedom,"Stowe, Leland, 1899-","New York, A.A. Knopf, 1941"
"Invasion diary,","Tregaskis, Richard, 1916-1973.","New York, Random House 1944"
We of Nagasaki; the story of survivors in an atomic wasteland.,"Nagai, Takashi, 1908-","New York, Duell, Sloan and Pearce 1951"
"Moscow dateline, 1941-1943,","Cassidy, Henry C. 1910-1988.","Boston, Houghton Mifflin Co. 1943"
"The Brereton diaries : the war in the air in the Pacific, Middle East and Europe, 3 October 1941-8 May 1945 /","Brereton, Lewis H. 1890-1967.","New York, N.Y. : W. Morrow and Company, 1946"
My sister and I : the diary of a Dutch boy refugee /,"Heide, Dirk van der.; Deventer, Antoon,","New York : Harcourt, Brace, 1941"
Assignment to Berlin,"Flannery, Harry W., 1900-1975.","New York, A. A. Knopf, 1942"
The road back to Paris.,"Liebling, A. J. 1904-1963.","Garden City, New York, Doubleday, Doran and Co., inc., 1944"
"The New Yorker book of war pieces.  Publication:  New York : Reynal & Hitchcock,  1947, 1946   Document:  English :  Book      Libraries Worldwide : 458   More Like This:  Advanced options ...   See more details for locating this item","The New Yorker book of war pieces.  Publication:  New York : Reynal & Hitchcock,  1947, 1946   Document:  English :  Book      Libraries Worldwide : 458   More Like This:  Advanced options ...   See more details for locating this item","New York : Reynal & Hitchcock,  1947, 1946"
"England's hour,","Brittain, Vera, 1893-1970.","New York, Macmillan 1941"
Kaputt /,"Malaparte, Curzio, 1898-1957.; Foligno, Cesare,","New York : E.P. Dutton & Co., Inc., 1946"
"I never left home,","Hope, Bob, 1903-2003.","New York, Simon and Schuster 1944"
"This is the enemy,","Oechsner, Frederick Cable, 1902-; Grigg, Joseph Williams,; Fleischer, Jack Martin,","Boston, Little, Brown and Co., 1942"
Twelve months that changed the world,"Lesueur, Laurence Edward, 1909-2003.","New York, A.A. Knopf, 1943"
Tarawa; the story of a battle,"Sherrod, Robert Lee, 1909-1994.","New York, Duell, Sloan and Pearce 1944"
Ernie Pyle in England.,"Pyle, Ernie, 1900-1945.","New York, R.M. McBride & Co. 1941"
Moscow war diary.,"Werth, Alexander, 1901-1969.","New York, A.A. Knopf, 1942"
Slightly out of focus.,"Capa, Robert, 1913-1954.","New York, H. Holt 1947"
"Scum of the earth,","Koestler, Arthur, 1905-1983.","New York, Macmillan Co., 1941"
I saw France fall. Will she rise again?,"Chambrun, Ren de, 1906-","New York, W. Morrow & Co., 1940"
"The wounded don't cry,","Reynolds, Quentin James, 1902-1965.","New York, E.P. Dutton & Co., 1941"
"General Kenney reports; a personal history of the Pacific War,","Kenney, George C. 1889-1977.","New York, Duell, Sloan and Pearce 1949"
"Deadline delayed,    Corp",Overseas Press Club of America.,"New York, E.P. Dutton & Company, inc., 1947"
Citizen 13660 /,"Okubo, Min.","New York : Columbia University Press, 1946"
All-out on the road to Smolensk.,"Caldwell, Erskine, 1903-1987.","New York, Duell, Sloan and Pearce, 1942"
I live again.,"Alexandra, Mother, 1909-1991.","New York, Rinehart 1952"
Anne Frank : the diary of a young girl /,"Frank, Anne, 1929-1945.","New York : Pocket Books, 1952"
"History in the writing,","Carroll, Gordon, ed.","New York, Duell, Sloan & Pearce, 1945"
I joined the Russians; a captured German flier's diary of the Communist temptation.,"Einsiedel, Heinrich, Graf von.","New Haven, Yale University Press, 1953"
Flight to everywhere,"West, Levon, 1900-1968.; Dmitri, Ivan.","New York, London, Whittlesey House, McGraw-Hill Book Co. 1944"
"Where stands a winged sentry,","Kennedy, Margaret, 1896-1967.","New Haven, Yale University Press, 1941"
"Two years with the Chinese Communists,","Band, Claire.; Band, William,","New Haven, Yale University Press, 1948"
Panzer leader.,"Guderian, Heinz, 1888-1954.","New York, Dutton, 1952"
The lost war : a Japanese reporter's inside story /,"Kato, Masuo.","New York : A.A. Knopf, 1946"
Journey for Margaret.,"White, William Lindsay, 1900-1973.","New York, Harcourt, Brace 1941"
"Artist at war,","Biddle, George, 1885-1973.","New York, The Viking Press, 1944"
Instead of arms : autobiographical notes.,"Bernadotte, Folke, 1895-1948.","Stockholm ; New York : Bonniers, 1948"
"I see the Philippines rise,","Romulo, Carlos P. 1899-1985.","Garden City, N.Y., Doubleday & Company, Inc., 1946"
"This is London,","Murrow, Edward R.; Davis, Elmer Holmes,","New York, Simon and Schuster, 1941"
"Inside Rome with the Germans,","Scrivener, Jane.","New York, The Macmillan company, 1945"
"We're in this with Russia,","Carroll, Wallace, 1906-","Boston, Houghton Mifflin Co., 1942"
"Experiment in Germany; the story of an American intelligence officer,","Padover, Saul Kussiel, 1905-","New York, Duell, Sloan and Pearce 1946"
Your kids and mine;,"Brown, Joe E. 1892-1973.","Garden City, New York, Doubleday, Doran and Co., 1944"
The jungle is neutral.,"Chapman, F. Spencer 1907-1971.","New York, W. W. Norton 1949"
Quentin Reynolds' Officially dead; the story of Commander C.D. Smith.,"Reynolds, Quentin James, 1902-1965.","New York, Random House 1945"
"Until they eat stones,","Brines, Russell, 1911-1982.","Philadelphia, New York, J.B. Lippincott Company 1944"
"This is London,","Murrow, Edward R.; Davis, Elmer Holmes,","New York, Simon and Schuster, 1941"
Eastern approaches.,"Maclean, Fitzroy, 1911-1996.","London, J. Cape 1949"
Overture to overlord.,"Morgan, Frederick, 1894-1967.","Garden City, N.Y., Doubleday, 1950"
"Can do! The story of the Seabees,","Huie, William Bradford, 1910-1986.","New York, E.P. Dutton, 1944"
"No greater love; the story of our soldiers,","Spellman, Francis, 1889-1967.","New York, C. Scribner's Sons, 1945"
They called me Cassandra.,"Tabouis, Genevive R., 1892-","New York, C. Scribner's Sons, 1942"
Action this day; letters from the fighting fronts.,"Spellman, Francis, 1889-1967.","New York, Scribner's, 1943"
An army in exile : the story of the Second Polish corps ... /,"Anders, Wladyslaw, 1892-1970.","London : Macmillan, 1949"
Nine rivers from Jordan; the chronicle of a journey and a search.,"Johnston, Denis, 1901-1984.","Boston, Little, Brown  1955, ?"
Elephant Bill.,"Williams, J. H. 1897-1958.","Garden City, N.Y., Doubleday 1950"
"The conquest of North Africa, 1940-1943,","Clifford, Alexander G., 1909-1952.","Boston, Little, Brown and Co., 1943"
"The Dyess story; the eye-witness account of the death march from Bataan and the narrative of experiences in Japanese prison camps and of eventual escape,","Dyess, Wm. E. 1916-1943.; Leavelle, Charles,","New York, G.P. Putnam's Sons 1944"
Leningrad.,"Werth, Alexander, 1901-1969.","New York, A.A. Knopf, 1944"
Men in motion /,"Taylor, Henry J. 1902-1984.","Garden City, N.Y. : Doubleday, Doran, 1943"
"Escape via Berlin,","Aguirre y Lecube, Jos Antonio de, 1904-1960.","New York, Macmillan Co., 1944"
"Experiment ""E,"" a report from an extermination laboratory,","Szalet, Leon.; Williams, Catharine Bland,","New York, Didier 1945"
The history of the French First Army.,"Lattre, Jean de, 1889-1952.","London, Allen and Unwin 1952"
"Their finest hour, first-hand narratives of the war in England,","Michie, Allan A. 1915-; Graebner, Walter,","New York, Harcourt, Brace and Company  1941, ?"
My retreat from Russia;,"Petrov, Vladimir, 1915-","New Haven, Yale University Press, 1950"
My retreat from Russia;,"Petrov, Vladimir, 1915-","New Haven, Yale University Press, 1950"
"Silent is the Vistula; the story of the Warsaw uprising,","Orska, Irena.; Erdman, Marta,","New York, Longmans, Green, 1946"
The mountains wait,"Broch, Theodor, 1904-; Kent, Rockwell,","Saint Paul, Webb Book Pub. Co., 1942"
"Warsaw ghetto, a diary","Berg, Mary, 1924-; Shnayderman, Sh. L.; Guterman, Norbert,, and others","[New York] L.B.Fischer, 1945"
China awake.,"Payne, Robert, 1911-1983.","New York, Dodd, Mead 1947"
Action in the East.,"Gallagher, O'Dowd.","Garden City, N.Y., Doubleday, Doran, 1942"
Dictators face to face.,"Alfieri, Dino, 1886-1966.","New York, New York University Press,  1955, 1954"
"Tunis expedition,","Zanuck, Darryl Francis, 1902-1979.","New York, Random House 1943"
Enemies are human.,"Pabel, Reinhold.","Philadelphia, Winston 1955"
"Giraud and the African scene,","Price, G. Ward 1886-","New York, Macmillan Co., 1944"
Singapore is silent,"Weller, George, 1907-2002","New York, Harcourt, Brace and company 1943"
"Guerrilla padre in Mindanao,","Haggerty, Edward.","New York, Toronto, Longmans, Green & Co., 1946"
My unconsidered judgment /,"Busch, Noel F. 1906-1985.","Boston, Houghton Mifflin Co., 1944"
"Chungking listening post,","Tennien, Mark A.","New York, Creative age Press 1945"
"Russians don't surrender,","Poliakov, A. 1908?-1942.; Guterman, Norbert,","New York, E.P. Dutton, 1942"
"The year of Stalingrad, a historical record and a study of Russian mentality, methods and policies","Werth, Alexander, 1901-1969.","New York, A.A. Knopf,  1947, ?"
"Still time to die,","Belden, Jack, 1910-","New York, London, Harper & Bros. 1944"
Strange defeat; a statement of evidence written in 1940.,"Bloch, Marc, 1886-1944.","London, New York, Oxford University Press, 1949"
"War below zero; the battle for Greenland,","Balchen, Bernt, 1899-1973.; Ford, Corey,; La Farge, Oliver,","Boston, Houghton Mifflin Co., 1944"
I saw the fall of the Philippines,"Romulo, Carlos P. 1899-1985.","Garden City, N.Y., Doubleday, Doran  1943, 1942"
The art of adventure.,"Linklater, Eric, 1899-1974.","London, Macmillan, 1947"
"Victory at Midway,","Coale, Griffith Baily, 1890-","New York, Toronto, Farrar & Rinehart 1944"
East is West.,"Stark, Freya.","London, J. Murray 1945"
Escape to adventure.,"Maclean, Fitzroy, 1911-1996.","Boston, Little, Brown,  1951, 1949"
"Bataan, the judgment seat; the saga of the Philippine command of the United States Army air force, May 1941 to May 1942","Ind, Allison, 1903-","New York, Macmillan, 1944"
The far shore.,"Miller, Max, 1901-","New York, London, Whittlesey House, McGraw-Hill Book Company 1945"
"I can't forget; personal experiences of a war correspondent in France, Luxembourg, Germany, Belgium, Spain and England","Casey, Robert J. 1890-1962.","Indianapolis, New York, Bobbs-Merrill Co. 1941"
"All brave sailors; the story of the SS Booker T. Washington,","Beecher, John, 1904-1980.","New York, L.B. Fischer, 1945"
"The turn of the tide,","Tomlinson, H. M. 1873-1958.","New York, Macmillan Company, 1947"
Yours is the earth,"Vail, Margaret.","Philadelphia, New York, J.B. Lippincott Co. 1944"
"The devil in France, my encounter with him in the summer of 1940,","Feuchtwanger, Lion, 1884-1958.; Abbott, Elisabeth,","New York, Viking Press, 1941"
Middle East diary.,"Coward, Noel, 1899-1973.","Garden City, New York, Doubleday Doran & co., inc., 1944"
"Miracle on the Congo, report from the Free French front","Burman, Ben Lucien, 1896-1984.","New York, John Day Co. 1942"
"Command missions, a personal story.","Truscott, Lucian King, 1895-1965.","New York, Dutton, 1954"
Enemies are human.,"Pabel, Reinhold.","Philadelphia, Winston 1955"
Falling through space,"Hillary, Richard, 1919-1943.","New York, Reynal & Hitchcock 1942"
"Last man off Wake Island,","Bayler, Walter L. J. 1905-; Carnes, Cecil.","Indianapolis, New York, Bobbs-Merrill Co. 1943"
"Into Siam, underground kingdom,","Smith, Nicol.; Clark, Blake,","Indianapolis, New York, Bobbs-Merrill Co. 1946"
South from Corregidor,"Morrill, John H., 1903-; Martin, Pete,","New York, Simon and Schuster, 1943"
"Airman's odyssey,","Saint-Exupry, Antoine de, 1900-1944.; Galantire, Lewis,; Gilbert, Stuart,","New York, Reynal & Hitchcock 1943"
Operation Victory.,"De Guingand, Francis Wilfred, Sir, 1900-1979.","New York, C. Scribner's Sons, 1947"
Sink 'em all; submarine warfare in the Pacific.,"Lockwood, Charles A., 1890-1967.","New York, Dutton, 1951"
"Under the iron heel,","Mon, Lars.","Philadelphia, New York, J.B. Lippincott 1941"
"Women of Britain; letters from England, with running commentary by Beatrice Curtis Brown and an introduction by Jan Struther [pseud.]","Struther, Jan, 1901-1953, comp.; Brown, Beatrice Curtis,","New York, Harcourt, Brace and Company 1941"
"Report on England, November, 1940,","Ingersoll, Ralph, 1900-1985.","New York, Simon and Schuster, 1940"
"""All Gaul is divided ..."" Letters from occupied France.","Morrow, Elizabeth, 1873-1955, ed.","New York, Greystone Press, 1941"
"Madeleine, young wife : the autobiography of a French girl /","Henrey, Robert, Mrs., 1906-2004.","New York : Dutton, 1954"
I saw the fall of the Philippines,"Romulo, Carlos P. 1899-1985.","Garden City, N.Y., Doubleday, Doran  1943, 1942"
Daybreak for our carrier;,"Miller, Max, 1901-; Kerlee, Charles E.,","New York, London, Whittlesey House, McGraw-Hill Book Co. 1944"
"Where the people sing; green land of the Maoris,","Zimmerman, John L., 1905-1957.","New York, A. A. Knopf, 1946"
Comes the reckoning.,"Lockhart, Robert Hamilton Bruce, 1887-1970.","London, Putnam 1947"
"My life with the enemy,","Argall, Phyllis, 1909-","New York, Macmillan Co., 1944"
Five chimneys : the story of Auschwitz /,"Lengyel, Olga.","Chicago : Ziff-Davis, 1947"
"The unknown warriors, a personal account of the French resistance;","Guillain de Bnouville, Pierre, 1914-2001.; Blochman, Lawrence G.","New York, Simon and Schuster, 1949"
"Mansion house of liberty,","Bottome, Phyllis, 1882-1963.","Boston, Little, Brown and company, 1941"
Brave men.,"Pyle, Ernie, 1900-1945.","New York, Grosset & Dunlap 1944"
"A brother is a stranger,","Matsumoto, Toru, 1913-1979.; Lerrigo, Marion O.","New York, John Day Co. 1946"
"70,000 to 1; the story of Lieutenant Gordon Manuel,","Reynolds, Quentin James, 1902-1965.; Manuel, Gordon.","New York, Random House 1946"
Guests of the Kremlin.,"Emmens, Robert G., 1914-1992.","New York, Macmillan, 1949"
"Malta story, based on the diary and experiences of Flying Officer Howard M. Coffin, RAF,","Coffin, Howard Macy, 1912-; River, W. L.","New York, E.P. Dutton & Co., 1943"
"I was a nazi flier,","Leske, Gottfried, 1913-; Riess, Curt,","New York, The Dial press, 1941"
"The Serbs choose war,","Mitchell, Ruth.","Garden City, New York, Doubleday, Doran & Co., 1943"
G. I. nightingale; the story of an American army nurse.,"Archard, Theresa.","New York, Norton, 1945"
Don't blame the generals /,"Moorehead, Alan, 1910-1983.","New York : Harper & Brothers, 1943"
"Pipeline to battle, an engineer's adventures with the British Eighth army","Rainier, Peter W.","New York, Random House 1943"
Barbed-wire surgeon /,"Weinstein, Alfred A. 1908-","New York : Macmillan, 1948"
"Berlin underground, 1938-1945 /","Andreas-Friedrich, Ruth.; Mussey, June Barrows,","New York : Holt, 1947"
"So sorry, no peace","Gunnison, Royal Arch.","New York, Viking Press, 1944"
"Where the people sing; green land of the Maoris,","Zimmerman, John L., 1905-1957.","New York, A. A. Knopf, 1946"
"Guns for Tito,","Huot, Louis, 1906-","New York, L.B. Fischer, 1945"
"Memoirs of a secret agent of Free France,","Rmy, 1904-1984.; Sheppard, Lancelot C.","New York, Whittlesey House 1948"
"The revolution is on,","Fodor, Marcel William, 1890-","Boston, Houghton Mifflin company, 1940"
The inside story of an outsider.,"Schoenberner, Franz, 1892-1970.","New York, Macmillan Co., 1949"
Southwest passage; the Yanks in the Pacific.,"Lardner, John.","Philadelphia, New York [etc.] J.B. Lippincott Co., 1943"
Priest-workman in Germany;,"Perrin, Henri, 1914-1954.; Sheed, Rosemary,","[New York] Sheed & Ward, 1948"
Ten escape from Tojo /,"McCoy, Melvyn H. 1907-; Mellnik, Stephen M.; Kelley, Welbourn.","New York, Toronto, Farrar & Rinehart, Inc. 1944"
"War letters from Britain,","Forbes-Robertson, Diana.; Straus, Roger W.,","New York, G.P. Putnam's Sons 1941"
"""Freely to pass""","Beattie, Edward W. 1909-","New York, Thomas Y. Crowell Company, 1942"
The survivors.,"McKie, Ronald Cecil Hamlyn, 1909-1991.","Indianapolis, Bobbs-Merrill  1953, ?"
Guerrilla wife,"Spencer, Louise Reid.","New York, Thomas Y. Crowell Co. 1945"
"Road to Tunis,","Rame, David, 1904-1987.","New York, The Macmillan company, 1944"
Guerrilla wife,"Spencer, Louise Reid.","New York, Thomas Y. Crowell Co. 1945"
"This is the story,","Cohn, David L. 1896-1960.","Boston, Houghton Mifflin Company, 1947"
"Men and power,","Taylor, Henry J. 1902-1984.","New York, Dodd, Mead, 1946"
"Airman's odyssey,","Saint-Exupry, Antoine de, 1900-1944.","New York, Harcourt, Brace 1942"
"I escaped from Hong Kong,","Marsman, Jan Henrik, 1892-","New York, Reynal & Hitchcock 1942"
Brave men.,"Pyle, Ernie, 1900-1945.","New York, Grosset & Dunlap  1945, 1944"
"The captain wears a cross,","Maguire, William A. 1890-","New York, Macmillan Co., 1943"
"Exchange ship,","Hill, Max.","New York, Toronto, Farrar & Rinehart, Inc. 1942"
"I'll never go back; a Red Army officer talks,","Koriakov, Mikhail, 1911-","New York, E.P. Dutton, 1948"
New dawn in Japan.,"Briggs, Everett Francis, 1908-","Toronto, New York, Longmans, Green 1948"
Guys on ice /,"Ellsworth, Lyman R., 1910-","New York : D. McKay Co., 1952"
A London diary,"Reynolds, Quentin James, 1902-1965.","New York, Random House 1941"
"Operation Victory,","De Guingand, Francis Wilfred, Sir, 1900-1979.","London, Hodder and Stoughton limited  1947, ?"
Remember Pearl harbor!,"Clark, Blake, 1908-2003.","New York, Modern age Books 1942"
"Letter from New Guinea,","Haugland, Vern, 1908-","New York, Toronto, Farrar & Rinehart, Inc. 1943"
Mediterranean assignment.,"McMillan, Richard.","Garden City, New York, Doubleday, Doran and Company, Inc., 1943"
Life line to a promised land /,"Hirschmann, Ira Arthur, 1901-1989.","New York : The Vanguard Press, inc., 1946"
Hungarian Premier; a personal account of a nation's struggle in the Second World War,"Kllay, Mikls, 1887-1967.","New York, Columbia University Press, 1954"
"Wars I Have seen,","Stein, Gertrude, 1874-1946.","London, B.T. Batsford Ltd. 1945"
"Wars I Have seen,","Stein, Gertrude, 1874-1946.","London, B.T. Batsford Ltd. 1945"
"The best from Yank, the army weekly, selected by the editors of Yank.    Corp","Yank, the army weekly.","New York, World Pub. Co., 1945"
"Tell the folks back home,","Mead, James M. 1885-1964.","New York, London, D. Appleton-Century Co. 1944"
Ill met by moonlight / W. Stanley Moss.,"Moss, W. Stanley 1921-","New York : Macmillan, 1950"
The golden carpet,"De Chair, Somerset Struben, 1911-","New York, Harcourt, Brace and Company,  1945, 1943"
"Kingdom of the rocks; memories of Oppde,","Saint-Exupry, Consuelo de.; Saint-Exupry, Antoine de,","New York, Random House 1946"
My life in the Red Army.,"Virski, Fred, 1919-","New York, Macmillan Co., 1949"
"Men in motion,","Taylor, Henry J. 1902-1984.","Garden City, N.Y., Doubleday, Doran, 1943"
"Digging for Mrs. Miller; some experiences of an air-raid warden,","Strachey, John, 1901-1963.","New York, Random House 1941"
"There go the ships,","Carse, Robert, 1902-1971.","New York, W. Morrow, 1942"
"Smoke over Birkenau,","Szmaglewska, Seweryna.; Rynas, Jadwiga,","New York, H. Holt 1947"
"Behind both lines,","Denny, Harold Norman, 1889-1945.","New York, The Viking press, 1942"
The jungle is neutral;,"Chapman, F. Spencer 1907-1971.","London, Chatto and Windus, 1949"
"Exchange ship,","Hill, Max.","New York, Toronto, Farrar & Rinehart, Inc. 1942"
Company commander.,"MacDonald, Charles B., 1922-","Washington : Infantry Journal Press, 1947"
"Prisoner of the Japs,","Dew, Gwen, 1907-","New York, A.A. Knopf, 1943"
"Robinson Crusoe, USN; the adventures of George R. Tweed, RM1C, on Jap-held Guam,","Tweed, George Ray.; Clark, Blake,","New York, London, Whittlesey House, McGraw-Hill Book Co. 1945"
Italy in the Second World War; memories and documents.,"Badoglio, Pietro, 1871-1956.","London, New York, Oxford Univ. Press, 1948"
The Pacific is my beat ...,"Wheeler, Keith.","New York, Books, Inc., distributed by E.P. Dutton and Co., 1943"
Secret missions; war memoirs of the most dangerous man in Europe.,"Skorzeny, Otto.","New York, Dutton, 1950"
The Pacific is my beat ...,"Wheeler, Keith.","New York, Books, Inc., distributed by E.P. Dutton and Co., 1943"
