title,author,pub
Diamondhead /,"Robinson, Patrick, 1939-","New York : Vanguard Press, 2009"
Pride of Baghdad /,"Vaughan, Brian K.; Henrichon, Niko.; Klein, Todd.","New York : DC Comics, 2006"
"Sweet, hereafter /","Johnson, Angela, 1961-","New York : Simon & Schuster Books for Young Readers, 2010"
Six seconds /,"Mofina, Rick.","Don Mills, Ont. : Mira, 2009"
Sparta /,"Robinson, Roxana.","New York : Sarah Crichton Books/Farrar, Straus and Giroux, 2013"
Rock paper tiger /,"Brackmann, Lisa.","New York : Soho, 2010"
Home front /,"Hannah, Kristin.","Thorndike, Me. : Center Point Pub., 2012"
Exley : a novel /,"Clarke, Brock.","Chapel Hill, N.C. : Algonquin Books of Chapel Hill, 2010"
Back home /,"Keller, Julia.","New York : Egmont USA, 2009"
Personal effects /,"Kokie, E. M.","Somerville, Mass. : Candlewick, 2012"
The sandbox : a novel /,"Zimmerman, David.","New York, NY : Soho Press, 2010"
Betrayal /,"Lescroart, John T. author.","Thorndike, Me. : Center Point Pub., 2008"
The big nothing /,"Fogelin, Adrian.","Atlanta, Ga. : Peachtree, 2004"
The hum and the shiver /,"Bledsoe, Alex.","New York : Tor, 2011"
Badd /,"Tharp, Tim, 1957-","New York : Alfred A. Knopf, 2011"
The Fitzgerald ruse /,"De Castrique, Mark.","Scottsdale, AZ : Poisoned Pen, 2009"
Ever after /,"Kingsbury, Karen.","Waterville, Me. : Thorndike Press,  2008, 2007"
The long road home : one step at a time /,"Trudeau, G. B., 1948-","Kansas City : Andrews McMeel, 2005"
The last day : a novel /,"Landis, James David.","Hanover, N.H. : Steerforth Press, 2009"
Summer session /,"Jones, Merry Bloch.","Sutton, England : Severn House, 2011"
One September morning /,"Noonan, Rosalind.","New York, NY : Kensington Books , 2009"
Ultimate weapon /,"Ryan, Chris, 1961-","New York : Weinstein Books, 2008"
Sand queen /,"Benedict, Helen.","New York : Soho Press, 2011"
Saturday : [a novel] /,"McEwan, Ian.","New York : Random House Large Print, 2005"
One was a soldier /,"Spencer-Fleming, Julia.","Thorndike, Me. : Center Point Pub., 2011"
Like no other /,"Mercer-Nairne, Robert.","Bellevue, WA : Gritpoul, 2005"
The end of the line /,"Cerrito, Angela.","New York : Holiday House, 2011"
Billy Lynn's long halftime walk /,"Fountain, Ben.","Thorndike, Me. : Center Point Pub., 2012"
A dangerous age /,"Gilchrist, Ellen, 1935-","Waterville, Me. : Thorndike Press, 2008"
While he was away /,"Schreck, Karen Halvorsen, 1962-","Naperville, Ill. : Sourcebooks Fire, 2012"
Dear Blue Sky /,"Sullivan, Mary, 1966-","New York : Nancy Paulsen Books, 2012"
The archangel project /,"Graham, C. S.","New York : Harper, 2008"
Juggernaut /,"Baker, Adam, 1969-","New York : Thomas Dunne Books/St Martin's Press,  2013, 2012"
When she came home /,"Campbell, Drusilla.","New York : Grand Central Pub., 2013"
Behind the walls /,"Jones, Merry Bloch.","Sutton : Severn House, 2012"
The nightingale /,"Gallaway, Morgana.","New York : Kensington Books, 2009"
Travelers rest : a novel /,"Tatlock, Ann.","Minneapolis, Minn. : Bethany House, 2012"
The White Zone /,"Marsden, Carolyn.","Minneapolis : Carolrhoda Books, 2012"
Ever after /,"Kingsbury, Karen.","Grand Rapids, Mich. : Zondervan, 2006"
Paradise Valley : a Virgin River novel /,"Carr, Robyn.","Waterville, Me. : Wheeler Pub., 2009"
The yellow birds : [a novel] /,"Powers, Kevin.","Waterville, Me. : Thorndike Press, 2012"
Metal heads : a novel /,"Maremaa, Tom.","Clearwater, FL : Kunati, 2009"
Shattered : a high risk novel /,"Ross, JoAnn.","Waterville, Me : Thorndike Press, 2009"
Winter break /,"Jones, Merry Bloch.","Sutton : Severn House, 2012"
A Virgin River Christmas  /,"Carr, Robyn.","Waterville, Me. : Wheeler Pub.,  2009, 2008"
Insurgent Iraq : Al Zarqawi and the new generation /,"Napoleoni, Loretta.","New York : Seven Stories Press, 2005"
Saturday : a novel /,"McEwan, Ian.","New York : Anchor Books,  2006, 2005"
High dive /,"Stein, Tammar.","New York : Alfred A. Knopf, 2008"
Kiss of death /,"Sawyer, Meryl.","Don Mills, Ont. : HQN, 2007"
The chameleon's shadow /,"Walters, Minette.","Waterville, Me. : Thorndike Press, 2008"
Is New York burning? /,"Collins, Larry.; Lapierre, Dominique.","Beverly Hills, CA : Phoenix Books, 2005"
Mean town blues /,"Reaves, Sam, 1954-","New York : Pegasus Books : Distributed by W.W. Norton & Co., 2008"
Promise the moon /,"Arnold, Elizabeth Joy.","New York, N.Y. : Bantam Books, 2008"
Cinema wars : Hollywood film and politics in the Bush-Cheney era /,"Kellner, Douglas, 1943-","Chichester, West Sussex, U.K. ; Malden, MA : Wiley-Blackwell, 2010"
Fire and forget : short stories from the long war /,"Scranton, Roy,; Gallagher, Matt.","Boston : Da Capo Press, 2013"
Wind river : a novel /,"Morrisey, Tom, 1952-","Minneapolis, Minn. : Bethany House, 2008"
Outside Eden : a Harper Jennings mystery  /,"Jones, Merry Bloch.","Sutton : Severn House, 2013"
The chameleon's shadow /,"Walters, Minette.","London : Macmillan, 2007"
Ultimate weapon /,"Ryan, Chris, 1961-","London : Century, 2006"
Skarlet /,"Emson, Thomas.","New York : Thomas Dunne Books, 2012"
The yellow birds : a novel /,"Powers, Kevin.","New York : Little, Brown and Co., 2012"
Kiss of death /,"Sawyer, Meryl.","Detroit : Wheeler Pub., 2007"
Acting up /,"Purves, Libby.","London : Hodder & Stoughton, 2004"
Learning to stay /,"Celello, Erin.","New York : NAL Accent, 2013"
Naked imperialism : the U.S. pursuit of global dominance /,"Foster, John Bellamy.","New York : Monthly Review Press, 2006"
The protector /,"Falconer, Duncan.","London : Sphere, 2007"
Sunrise over Fallujah /,"Myers, Walter Dean, 1937-","New York, NY : Scholastic,  2009, 2008"
Last one in /,"Kulish, Nicholas.","New York : HarperPerennial, 2007"
In the name of honour : a novel /,"Patterson, Richard North.","London : Macmillan, 2010"
The navigator : a novel from the NUMA files /,"Cussler, Clive.; Kemprecos, Paul.","New York : Berkley Books,  2008, 2007"
Tilt a whirl /,"Grabenstein, Chris.","New York : Carroll & Graf ; [Berkeley, Calif.] : Distributed by Publishers Group West, 2005"
The yellow birds /,"Powers, Kevin.","London : Sceptre, 2012"
Betrayal : a novel /,"Lescroart, John T.","New York : Signet,  2009, 2008"
The Babylonian codex /,"Graham, C. S.","New York : Harper, 2010"
Bleeding Kansas.,"Paretsky, Sara.","London : Hodder & Stoughton, 2007"
Heart of the enemy /,"Sherman, M. Zachary.; Cage, Josef,","North Mankato, Minn. : Stone Arch Books, 2012"
At the city's edge /,"Sakey, Marcus.","Waterville, Me. : Thorndike Press, 2008"
Hocus Potus : a novel /,"MacPherson, Malcolm.","Hoboken, N.J. : Melville House, 2007"
Bleeding Kansas /,"Paretsky, Sara.","New York : Signet, 2008"
Imagining Iraq : literature in English and the Iraq invasion /,"Gupta, Suman, 1966-","Houndmills, Basingstoke, Hampshire ; New York : Palgrave Macmillan, 2011"
Tilt-a-whirl /,"Grabenstein, Chris.","New York : Carroll & Graf ; Enfield : Hi Marketing [distributor],  2006, 2005"
Lawless /,"Brubaker, Ed.; Phillips, Sean.; Staples, Val.","New York, NY : Marvel, 2007"
Ultimate weapon /,"Ryan, Chris, 1961-","Bath : Windsor, 2006"
The archangel project /,"Graham, C. S.","Detroit : Kennebec Large Print/Gale Cengage Learning,  2009, 2008"
Alice Bliss /,"Harrington, Laura, 1953-","Waterville, Me. : Wheeler Pub., 2011"
The protector /,"Falconer, Duncan.","Leicester : Charnwood, 2007"
The sirens of Baghdad : a novel /,"Khadra, Yasmina.","London : William Heinemann, 2007"
Bleeding Kansas /,"Paretsky, Sara.","Leicester : Charnwood, 2008"
Ultimate weapon /,"Ryan, Chris, 1961-","London : Arrow, 2007"
Bleeding Kansas /,"Paretsky, Sara.","Waterville, Me. : Large Print Press, 2008"
Sunrise over Fallujah /,"Myers, Walter Dean, 1937-","Waterville, Me. : Thorndike Press, 2008"
Billy Lynn's long halftime walk /,"Fountain, Ben.","Edinburgh : Canongate, 2012"
Acting up /,"Purves, Libby.","Leicester : Charnwood, 2005"
Our man in Iraq /,"Perisic, Robert, 1969-; Firth, Will.","New York : Black Balloon Pub., 2013"
Acting up /,"Purves, Libby.","London : Hodder,  2005, 2004"
A Virgin River Christmas /,"Carr, Robyn, author.","Don Mills, Ontario, Canada : Harlequin MIRA,  2013, 2008"
The yellow birds : a novel /,"Powers, Kevin.","New York : Back Bay Books, Little, Brown and Company,  2013, 2012"
"Somebody, please tell me who I am /","Mazer, Harry.; Lerangis, Peter.","New York, N.Y. : Simon & Schuster BFYR,  2013, 2012"
The reverend's apprentice /,"Odhiambo, David Nandi, 1965-","Vancouver : Arsenal Pulp Press, 2008"
Saturday /,"McEwan, Ian.","Toronto : A.A. Knopf Canada, 2005"
The peace weavers /,"Jarman, Julia.","London : Andersen Press, 2004"
"Teresa Moran, soldier /","Catran, Ken.","South Melbourne, Vic. : Lothian Books, 2007"
The navigator : a note from the NUMA files /,"Cussler, Clive.; Kemprecos, Paul.","Detroit [Mich.] : Large Print Press/Gale Cengage Learning,  2008, 2007"
Faith without doubt /,"Blundy, Anna, 1970-","London : Review, 2005"
The navigator : a novel from the Numa files /,"Cussler, Clive.; Kemprecos, Paul.","London : Michael Joseph, 2007"
Gulf War journal /,"Lomax, Don.; Hughes, Hilary.; Zimmerman, Dwight Jon.","New York, NY : Ibooks Graphic Novels : Distributed by Simon and Schuster, 2004"
In the name of honor : a novel /,"Patterson, Richard North.","New York : St. Martin's Paperbacks,  2011, 2010"
Pride of Baghdad /,"Vaughan, Brian K.; Henrichon, Niko.","London : Titan, 2006"
Sunrise over Fallujah /,"Myers, Walter Dean, 1937-","New York : Scholastic,  2009, 2008"
Daddy's in Iraq but I want him back! /,"Hoyt, Carmen R.","Victoria, B.C. : Trafford Pub., 2005"
For God and country /,"Prescott, Jerome.","New York : Berkley Books, 2009"
The wrong man /,"Ellis, David, 1967-","London : Quercus, 2012"
In the name of honour.,"Patterson, Richard North.","Pan,  2011, 2010"
Tour of duty /,"Shaw, Kennedy.","Deer Park, N.Y. : Urban Books, 2009"
The protector /,"Falconer, Duncan.","London : Sphere, 2007"
Bleeding Kansas /,"Paretsky, Sara.","London : Hodder Paperbacks,  2009, 2007"
A soldier comes home /,"Myers, Cindi.","Toronto ; New York : Harlequin, 2008"
The madman of Freedom Square /,"Balasim, Hasan.; Wright, Jonathan,","[Manchester] : Comma Press, 2009"
Summer session /,"Jones, Merry Bloch.","London : Severn House Large Print,  2012, 2011"
Cannonball /,"McElroy, Joseph.","Westland, MI : Dzanc Books 2013"
Peace weavers /,"Jarman, Julia.","London : Scholastic,  2006, 2004"
A soldier's secret /,"Style, Linda.","Toronto ; New York : Harlequin, 2012"
Sunrise over Fallujah /,"Myers, Walter Dean, 1937-","New York : Scholastic,  2010, 2008"
The Fitzgerald ruse /,"De Castrique, Mark.","Scottsdale, AZ : Poisoned Pen, 2009"
The chameleon's shadow /,"Walters, Minette.","Crows Nest, N.S.W. : Allen & Unwin, 2007"
Diamondhead /,"Robinson, Patrick, 1939-","New York ; London : Vanguard Press, 2009"
Paradise Valley : a Virgin River novel /,"Carr, Robyn.","Don Mills, Ont. : Mira, 2009"
Home for Christmas /,"Greeley, Andrew M., 1928-2013.; Davies, Rhys,","New York : Forge ; Godalming : Melia [distributor],  2010, 2009"
Iraqi freedom /,"Riker, H. Jay.","New York : Harper, 2007"
The grappling hook : and other stories from the war in Iraq /,"Maughan, William F. X., 1957-","Scranton : University of Scranton Press, 2009"
Last one in /,"Kulish, Nicholas.","New York : Ecco, 2007"
Checkpoint /,"Baker, Nicholson.","Prince Frederick, MD : RB Large Print, 2004"
Man in the middle /,"Haig, Brian.","New York : Grand Central ; London : Little, Brown [distributor],  2008, 2007"
In the name of honor /,"Patterson, Richard North.","Detroit : Large Print Press, 2011"
A brighter fear /,"Drewery, Kerry.","London : HarperCollins Children's, 2012"
Alice Bliss /,"Harrington, Laura, 1953-","London : Picador, 2011"
The corrupted /,"Lewis, Dennis, 1949-","Pembroke Dock : Accent Press, 2006"
The yellow birds : [a novel] /,"Powers, Kevin.","Waterville, Maine : Large Print Press,  2013, 2012"
Behind the walls /,"Jones, Merry Bloch.","Sutton : Severn House, 2011"
Home front /,"Hannah, Kristin.","New York : St. Martin's Griffin,  2013, 2012"
3/03 : a novel and commonplace book /,"Wachtel, Chuck.","Brooklyn, N.Y. : Hanging Loose Press, 2010"
Man in the middle /,"Haig, Brian.","New York : Grand Central Pub.,  2009, 2007"
Hell hole /,"Grabenstein, Chris.","New York : Minotaur ; Godalming : Melia [distributor],  2009, 2008"
Boo Boo bear's mission : the true story of a teddy bear's adventures in Iraq /,"Sather, Mary Linda.","Edina, Minn. : Beavers Pond Press, 2009"
"Sweet, hereafter /","Johnson, Angela, 1961-","New York : Simon & Schuster BFYR,  2011, 2010"
Toploader /,"O'Loughlin, Ed.","London : Quercus,  2012, 2011"
Paradise valley /,"Carr, Robyn.","Don Mills, Ont. : Mira, 2009"
Ever after /,"Kingsbury, Karen.","Grand Rapids, Mich. : Zondervan, 2007"
Strike force Baghdad /,"Roberts, Mark","New York : Kensington Pub. Corp., 2004"
Ever after /,"Kingsbury, Karen.","Waterville, Me. : Thorndike Press,  2007, 2006"
Billy Lynn's long halftime walk /,"Fountain, Ben.","New York : Ecco, 2012"
Ultimate weapon /,"Ryan, Chris, 1961-","London : Arrow,  2011, 2006"
Ultimate weapon /,"Ryan, Chris, 1961-","Bath : Paragon, 2007"
Shooters /,"Trautmann, Eric S.; Jerwa, Brandon.; Lieber, Steve.","New York : Vertigo, 2012"
The sirens of Baghdad : a novel /,"Khadra, Yasmina.; Cullen, John,","London : Vintage Books,  2008, 2007"
Hostile fire /,"Douglass, Keith.","New York : Berkley Books, 2004"
The difference a day makes /,"Longley, Barbara.","Las Vegas, NV : Montlake Romance, 2013"
Promise the moon /,"Arnold, Elizabeth Joy.","New York, N.Y. : Bantam Books, 2008"
The big nothing /,"Fogelin, Adrian.","Atlanta, Ga. : Peachtree,  2006, 2004"
The chameleon's shadow /,"Walters, Minette.","New York : Vintage Crime/Black Lizard,  2009, 2007"
Precision strike /,"Roberts, Mark K.","New York : Pinnacle ; Godalming : Melia [distributor], 2005"
All's fair : a novel /,"Bellon, Julie Coulter, 1969-","American Fork, Utah : Covenant Communications,: 2008"
Purple Heart /,"McCormick, Patricia, 1956-","New York : Balzer + Bray, 2010"
The wrong man /,"Ellis, David, 1967-","New York : Berkley Prime Crime, 2012"
Paradise Valley /,"Carr, Robyn.","Don Mills, Ont. : MIRA,  2010, 2009"
A thousand veils : a novel /,"Murphy, D. J.","[S.l.] : Www.lulu.com, 2007"
Battle scars /,"O'Brien, Meghan.","Valley Falls, N.Y. : Bold Strokes Books, 2009"
The yellow birds /,"Powers, Kevin, author.","London : Sceptre,  2013, 2012"
Wrongful death /,"Dugoni, Robert.","New York : Simon & Schuster, 2009"
Danny's dragon : a story of wartime loss /,"Hill, Janet Muirhead.; Lehmkuhl, Pat,; Ore, Peter,","Norris, MT : Raven Pub., 2006"
The 13th tablet /,"Mitchell, Alexandre G. 1974-","London : Haus, 2012"
Billy Lynn's long halftime walk /,"Fountain, Ben.","Edinburgh : Canongate,  2013, 2012"
The ocean between us /,"Bishop, Rhonda H.; Barth, Cass.","Central Milton Keynes : AuthorHouse UK, 2008"
Betrayal a novel /,"Lescroart, John T.","New York : Dutton, 2008"
Alice Bliss /,"Harrington, Laura, 1953-","New York : Penguin Group USA, 2011"
Home front /,"Hannah, Kristin.","New York : St. Martin's Press, 2012"
The navigator /,"Cussler, Clive.; Kemprecos, Paul.","G.P. Putnam's Sons, 2007"
Honor : a novel /,"Patterson, Richard North.","New York : Henry Holt and Co., 2010"
Rock paper tiger /,"Brackman, Lisa.","New York : Soho,  2011, 2010"
At the city's edge /,"Sakey, Marcus.","New York : St Martins,  2009, 2008"
Home front /,"Hannah, Kristin.","New York : St. Martin's Press, 2012"
In the name of honor : a novel /,"Patterson, Richard North.","New York : Henry Holt & Co., 2010"
Shattered : a high risk novel /,"Ross, JoAnn.","New York : Signet, 2009"
Rogue forces /,"Brown, Dale, 1956-","New York : HarperLuxe, 2009"
Thirsty River /,"Khalidi, Rodhan Al-, 1971-","Laverstock, UK. : Aflame Books, 2009"
In the name of honour /,"Patterson, Richard North.","London : Macmillan, 2011"
The American granddaughter /,"Kajahji, In`am.; Youssef, Nariman.","Doha : Bloomsbury Qatar Foundation ; London : Bloomsbury [distributor], 2010"
Iraqi freedom /,"Riker, H. Jay.","New York : Morrow Avon ; Enfield : Publishers Group UK [distributor], 2007"
The chameleon's shadow /,"Walters, Minette.","New York : Knopf,  2008, 2007"
Phantom Jack /,"San Giacomo, Michael.; Breitwieser, Mitchell.; McArdle, Sean., and others","Toronto, Ont. : Speakeasy ; London : Diamond [distributor], 2005"
Ever after /,"Kingsbury, Karen.","Detroit, MI : Walker Large Print, 2007"
Summer session /,"Jones, Merry","Sutton : Severn House, 2011"
The Navigator /,"Cussler, Clive.; Kemprocos, Paul,","New York, N.Y. : G.P. Putnam's Sons, 2007"
One was a soldier /,"Spencer-Fleming, Julia.","New York : Minotaur Books, 2012"
Kicking bombs in the land of sand /,"Stevens, Barry.","Newport, N.S.W. : Big Sky Pub., 2013"
The archangel project /,"Graham, C. S.","New York : Harper, 2008"
Far from perfect /,"Longley, Barbara.","Las Vegas, NV : Montlake Romance, 2012"
The archangel project /,"Graham, C. S.","New York : Avon, 2008"
Dear blue sky /,"Sullivan, Mary","New York, New York : Puffin Books, 2013"
The sandbox : a novel /,"Zimmerman, David.","New York, NY : Soho Press, 2010"
Heart of a shepherd /,"Parry, Rosanne.","New York : Yearling Books, 2009"
Behind the walls /,"Jones, Merry Bloch.","London ; New York : Severn House Large Print,  2013, 2012"
The Baghdad chameleon /,"Balderstone, David.","Parkville, Vic. : Poppy Press Australia, 2012"
Operation Yes /,"Holmes, Sara Lewis.","New York, NY : Scholastic, 2009"
Home front,"Hannah, Kristin.","Thorndike, Me. : Center Point Pub., 2012"
Badd /,"Tharp, Tim.","New York : Ember, 2011"
The yellow birds /,"Powers, Kevin C.","London : Sceptre, 2012"
The yellow birds /,"Powers, Kevin, author.",2013
A brighter fear /,"Drewery, Kerry.","London : HarperCollins Children's, 2012"
Baghdad Christmas /,"Lonsberry, Bob.","Springville, UT : CFI, 2006"
Bleeding Kansas /,"Paretsky, Sara.","London : Hodder,  2008, 2007"
Honoring human herstory : a celebration of women's heritage /,"Sauer, Michelle M.,; Mathis, Roxi., and others","Minot, N.D. : Minot State University Press, 2008"
Purple Heart /,"McCormick, Patricia, 1956-","New York : Balzer + Bray, 2009"
Paradise valley : a Virginia River novel /,"Carr, Robyn.","Don Mills, Ont. : Mira, 2009"
The chameleon's shadow /,"Walters, Minette.","New York : Knopf, 2007"
Exley : a novel /,"Clarke, Brock.","Chapel Hill, N.C. : Algonquin Books of Chapel Hill,  2011, 2010"
Bleeding Kansas /,"Paretsky, Sara.","Waterville, Me. : Thorndike Press,  2007, 2008"
"Select editions. Large type. 3, 2010 /","Sparks, Nicholas.; Allen, Sarah Addison.","Pleasantville, NY : Reader's Digest Partners for Sight Foundation, 2010"
Behind the walls /,"Jones, Merry Bloch, author.","2013, 2012"
Billy Lynn's long halftime walk /,"Fountain, Ben, author.","Rearsby : Clipper Large Print, 2013"
P.T.S.D /,"Morin, S. Patrick.","[Charleston, S.C. : Createspace,  2011, 2010"
Flashes of war : short stories /,"Schultz, Katey.","Baltimore, MD : Apprentice House, Loyola University Maryland, 2013"
Republic : a novel /,"Sheehan-Miles, Charles.","Cary, N.C. : Cincinnatus Press, 2007"
The human war : a novella and two short stories /,"Cicero, Noah.","New York : Fugue State Press, 2003"
A deniable death /,"Seymour, Gerald, 1941-","London : Hodder & Stoughton, 2011"
Our man in Iraq /,"Perisic, Robert, 1969-","London : Istros, 2012"
High dive /,"Stein, Tammar.","New York : Alfred A. Knopf,  2011, 2008"
Virtual assassin /,"Kearns, Simon, 1972-","Stockport : Revenge Ink, 2010"
"Somebody, please tell me who I am /","Mazer, Harry.; Lerangis, Peter.","New York : Scholastic, 2013"
Heart of a shepherd /,"Parry, Rosanne.","New York : Scholastic,  2010, 2009"
The Fitzgerald ruse /,"De Castrique, Mark.","Scottsdale, AZ : Poisoned Pen Press,  2010, 2009"
The navigator : a novel from the NUMA files /,"Cussler, Clive.; Kemprecos, Paul.","New York : Penguin, 2007"
Saturday /,"McEwan, Ian.","Toronto : Vintage Canada, 2006"
Pride of Baghdad /,"Vaughan, Brian K.; Henrichon, Niko.","London : Titan,  2008, 2006"
"Acting badly : Santa Fe, New Mexico, March 2003, the week before American forces invade Iraq, a novel /","Scofield, Michael.","Santa Fe : Sunstone Press, 2006"
Ever after /,"Kingsbury, Karen.","Waterville, Me. : Thorndike Press, 2007"
"A journey, a reckoning, and a miracle /","Fraser, K. J.","Winchester, UK : O Books : NBN (U.S. distributor, 2009"
Winter break /,"Jones, Merry Bloch","Sutton : Severn House, 2012"
Bleeding Kansas /,"Paretsky, Sara.","New York : Penguin, 2008"
Saturday : a novel /,"McEwan, Ian.","New York : Anchor Books, 2005"
One was a soldier /,"Spencer-Fleming, Julia.","Thorndike, Me. : Center Point Pub., 2011"
The last terrorist : a novel /,"Ali, Haider.","Astoria, NY : My Right Foundation, 2005"
Tear here.,"Graham, Brandon.","[Chicago, Ill. : Brandon Graham], 2007"
Exley /,"Clarke, Brock.","Melbourne : Text, 2010"
Iraqi freedom /,"Riker, H. Jay.","New York : Avon Books, 2007"
The protector,"Falconer, Duncan.; Thornley, Paul.","Rearsby : W.F. Howes, 2007"
Billy Lynn's long halftime walk /,"Fountain, Ben.","New York : Ecco, 2012"
Senator's son : an Iraq war novel /,"Larson, Luke S.","Phoenix, Ariz. : K.E., Inc., 2008"
The target /,"Bowen, Bill.","Denver, Col. : Outskirts Press, 2010"
Bleeding Kansas /,"Paretsky, Sara.","Thorndike Press, 2008"
The hum and the shiver /,"Bledsoe, Alex, author.","New York : Tor Fantasy,  2013, 2011"
Neil Young's Greendale /,"Dysart, Josh.; Chiang, Cliff.; Young, Neil,","London : Titan, 2010"
Billy Lynn's long halftime walk /,"Fountain, Ben, author.","Rearsby, Leicester W F Howes Ltd, 2013"
Personal effects /,"Kokie, E. M.","Somerville, Mass. : Candlewick Press, 2012"
Our man in Iraq /,"Perisic, Robert, 1969-; Firth, Will.","London, United Kingdom : Istros Books, 2012"
Heaven is for heroes /,"Sharon, P. J.","[S.l.] : CreateSpace, 2011"
A soldier's secret /,"Style, Linda.","Toronto ; New York : Harlequin, 2012"
Shooters /,"Trautmann, Eric S.; Jerwa, Brandon.","London : Titan, 2012"
Betrayal : a novel /,"Lescroart, John T.","New York : Dutton, 2008"
Betrayal : a novel /,"Lescroart, John T.","New York : Penguin Group USA, 2008"
Saturday : [a novel] /,"McEwan, Ian.","New York, NY [u.a.] : Nan A. Talese/Doubleday, 2005"
Iraq : the untold tales : a collection of stories & poems /,"Khatib, Bayan, 1979-","Toronto : Life Rattle Press, 2007"
While he was away /,"Schreck, Karen Halvorsen, 1962-","Naperville, Il. : Sourcebook Fire, 2012"
Billy Lynn's long halftime walk /,"Fountain, Ben.","New York : Ecco, 2012"
In the name of honour /,"Patterson, Richard North, 1947-","London : Pan Books, 2011"
Harry Flashman and the invasion of Iraq /,"Tayler, H. C.","Ilfracombe : Arthur H. Stockwell, 2010"
Prince Tennyson /,"James, Jenni, 1977-","Boise, ID : StoneHouse Ink, 2012"
Bleeding Kansas /,"Paretsky, Sara.","Leicester : Thorpe, 2008"
The navigator /,"Cussler, Clive.; Kemprecos, Paul.","New York : Berkley Pub. Group, 2007"
Sobota /,"McEwan, Ian.; Szulc, Andrzej.","Warszawa : Wydawn. A.A. Kurylowicz, 2005"
One was a soldier /,"Spencer-Fleming, Julia.","New York : St. Martin's Pub., 2011"
Home front /,"Hannah, Kristin.","New York, NY : St. Martin's Press, 2012"
Billy Lynn's long halftime walk /,"Fountain, Ben.","New York : Ecco, 2012"
Homefront : [a novel] /,"Tsetsi, Kristen J.","Rochester, NY : Penxhere Press, 2007"
A hero lies within /,"Wilton, Patrice.","Las Vegas, NV : Montlake Romance, 2013"
The sandburg connection /,"Castrique, Mark De.","Scottsdale, AZ : Poisoned Pen Press, 2011"
One of us /,"Benn, Melissa.","London : Chatto & Windus : [distributor] TBS The Book Service Ltd, 2008"
A soldier comes home /,"Myers, Cindi.","Toronto ; New York : Harlequin, 2008"
"The Baghdad express.  Publication:  [S.l.] : Matador, 2010   Document:  English :  Book   :  Fiction         Libraries Worldwide : 8   More Like This:  Advanced options ...   See more details for locating this item","The Baghdad express.  Publication:  [S.l.] : Matador, 2010   Document:  English :  Book   :  Fiction         Libraries Worldwide : 8   More Like This:  Advanced options ...   See more details for locating this item","[S.l.] : Matador, 2010"
Last flight out /,"Vaughn, Jennifer.; Andrews, Nikki.","[S.I.] : SciArt Media, 2011"
A novel /,"Khadra, Yasmina.","London : William Heinemann Ltd : [distributor] TBS The Book Service Ltd, 2007"
"The navigator : a Kurt Austin adventure, a novel from the Numa files /","Cussler, Clive.; Kemprecos, Paul.","Camberwell, Vic. : Penguin,  2008, 2007"
