title,author,pub
A hundred and one days : a Baghdad journal /,"Seierstad, sne, 1970-","New York : Basic Books,  2005, 2004"
My war : killing time in Iraq /,"Buzzell, Colby.","New York : G.P. Putnam's Sons, 2005"
Chasing ghosts : a soldier's fight for America from Baghdad to Washington /,"Rieckhoff, Paul.","New York : NAL Caliber, 2006"
The gift of valor : a war story / Michael M. Phillips.,"Phillips, Michael M.","New York : Broadway Books, 2005"
"The great derangement : a terrifying true story of war, politics, and religion at the twilight of the American empire /","Taibbi, Matt.","New York : Spiegel & Grau, 2008"
"Tell them I didn't cry : a young journalist's story of joy, loss, and survival in Iraq /","Spinner, Jackie.; Spinner, Jenny.","New York : Scribner, 2006"
Sergeant Rex : the unbreakable bond between a Marine and his military working dog /,"Dowling, Mike C., 1979-","New York : Atria Books, 2011"
Escape in Iraq : the Thomas Hamill story /,"Hamill, Thomas.; Brown, Paul T.; Langston, Jay.","Accokeek, Md. : Stoeger Pub., 2004"
Viper pilot : a memoir of air combat /,"Hampton, Dan.","New York : William Morrow, 2012"
The march up : taking Baghdad with the 1st Marine Division /,"West, Francis J.; Smith, Ray L.","New York : Bantam Books, 2003"
House to house : an epic memoir of war /,"Bellavia, David, 1975-; Bruning, John R.","New York : Free Press, 2007"
Eyewitness to war : the US Army in Operation AL FAJR : an oral history /,"Gott, Kendall D.; McCool, John,","Fort Leavenworth, Kan. : Combat Studies Institute Press ; Washington, DC : For sale by the Supt. of Docs., U.S. G.P.O., 2006"
"Long hard road : NCO experiences in Afghanistan and Iraq.    Publication:  Fort Bliss, Tex. : U.S. Army Sergeants Major Academy, 2007  Document:  English :  Book      Libraries Worldwide : 761   More Like This:  Advanced options ...   See more details for locating this item","Long hard road : NCO experiences in Afghanistan and Iraq.    Publication:  Fort Bliss, Tex. : U.S. Army Sergeants Major Academy, 2007  Document:  English :  Book      Libraries Worldwide : 761   More Like This:  Advanced options ...   See more details for locating this item","Fort Bliss, Tex. : U.S. Army Sergeants Major Academy, 2007"
Baghdad burning II : more girl blog from Iraq /,Riverbend.,"New York : Feminist Press, 2006"
How America lost Iraq /,"Glantz, Aaron.","New York : Jeremy P. Tarcher/Penguin, 2005"
Reporting Iraq : an oral history of the war by the journalists who covered it /,"Hoyt, Mike.; Palattella, John.","Hoboken, N.J. : Melville House Pub., 2007"
"Mission, black list #1 : the inside story of the search for Saddam Hussein--as told by the soldier who masterminded his capture /","Maddox, Eric.; Seay, Davin.","New York : Harper, 2008"
From Baghdad to America : life lessons from a dog named Lava /,"Kopelman, Jay.","New York : Skyhorse Pub., 2008"
I lost my love in Baghdad : a modern war story /,"Hastings, Michael, 1980-2013.","New York : Scribner, 2008"
American hostage : a memoir of a journalist kidnapped in Iraq and the remarkable battle to win his release  /,"Garen, Micah.","New York : Simon & Schuster, 2005"
Rule number two : lessons I learned in a combat hospital /,"Kraft, Heidi Squier.","New York : Little, Brown and Co., 2007"
Wiser in battle : a soldier's story /,"Sanchez, Ricardo S., 1951-; Phillips, Donald T.","New York, NY : Harpercollins, 2008"
The fighting 69th : one remarkable National Guard Unit's journey from Ground Zero to Baghdad /,"Flynn, Sean Michael.","New York : Viking, 2007"
Dust to dust : a memoir /,"Busch, Benjamin, 1968-","New York, NY : Ecco : HarperCollins Publishers, 2012"
The Junior Officers' Reading Club : killing time and fighting wars /,"Hennessey, Patrick, 1982-","New York : Riverhead Books,  2010, 2009"
"Warlord : no better friend, no worse enemy /","Pantano, Ilario.; McConnell, Malcolm.","New York : Threshold Editions, 2006"
American heroes in the fight against radical Islam /,"North, Oliver.; Holton, Chuck.","Nashville, Tenn : B & H Pub. Group, 2008"
Sniper one : on scope and under siege with a sniper team in Iraq /,"Mills, Dan, 1968-","New York : St. Martin's Press, 2008"
Hesitation kills : a female Marine officer's combat experience in Iraq /,"Blair, Jane, 1972-","Lanham, Md. : Rowman & Littlefield Publishers : Distributed by National Book Network, 2011"
Roughneck Nine-One : the extraordinary story of a special forces A-team at war /,"Antenori, Frank.; Halberstadt, Hans.","New York : St. Martin's Press, 2006"
Heroes among us : firsthand accounts of combat from America's most decorated warriors in Iraq and Afghanistan /,"Larson, Chuck.","New York, N.Y. : NAL Caliber, 2008"
Sister in the Band of Brothers : embedded with the 101st Airborne in Iraq /,"Skiba, Katherine M.","Lawrence, Kan. : University Press of Kansas, 2005"
Soft spots : a Marine's memoir of combat and post-traumatic stress disorder /,"Van Winkle, Clint.","New York : St. Martin's Press, 2009"
When Janey comes marching home : portraits of women combat veterans /,"Browder, Laura,; Pflaeging, Sascha.","Chapel Hill : University of North Carolina Press, 2010"
"Babylon by bus : or, the true story of two friends who gave up their valuable franchise selling Yankees suck t-shirts at Fenway to find meaning and adventure in Iraq, where they became employed by the occupation in jobs for which they lacked qualification and witnessed much that amazed and disturbed them /","LeMoine, Ray, 1979-; Neumann, Jeff.; Webster, Donovan.","New York : Penguin Press, 2006"
A table in the presence /,"Cash, Carey H.","Nashville, Tenn. : W Pub. Group, 2004"
The blog of war : front-line dispatches from soldiers in Iraq and Afghanistan /,"Burden, Matthew Currier.","New York : Simon & Schuster Paperbacks, 2006"
"Stripping bare the body : politics, violence, war /","Danner, Mark, 1958-","New York : Nation Books, 2009"
A soldier's promise : the heroic true story of an American soldier and an Iraqi boy /,"Hendrex, Daniel.; Smith, Wes,","New York : Simon Spotlight Entertainment, 2006"
Battleground Iraq : journal of a company commander /,"Brown, Todd S. 1974-","Washington, D.C. : Dept. of the Army : For sale by the Supt. of Docs., U.S. G.P.O., 2007"
"Back in action : an American soldier's story of courage, faith, and fortitude /","Rozelle, David.","Washington, DC : Regnery Pub. ; Lanham, MD : Distributed to the trade by National Book Network, 2005"
Road from Ar Ramadi : the private rebellion of Staff Sergeant Camilo Meja /,"Meja, Camilo.","New York : New Press : Distributed by Norton, 2007"
The flying carpet of small miracles : a woman's fight to save two orphans /,"Jaber, Hala.","New York : Riverhead Books, 2009"
IraqiGirl : diary of a teenage girl in Iraq /,"IraqiGirl.; Ross, John,; Wrigley-Field, Elizabeth.","Chicago, Ill. : Haymarket Books ; [Minneapolis, Minn.] : Trade distribution in the U.S. through Consortium Book Sales, 2009"
Faith under fire : an Army chaplain's memoir /,"Benimoff, Roger.; Conant, Eve.","New York : Crown Publishers, 2009"
Letters to a soldier /,"Falvey, David","New York : Marshall Cavendish Children, 2009"
The freedom : shadows and hallucinations in occupied Iraq /,"Parenti, Christian.","New York : New Press, 2004"
"The day after he left for Iraq : a story of love, family & reunion /","Seligman, Melissa.","New York : Skyhorse Pub., 2008"
Collateral damage : America's war against Iraqi civilians /,"Hedges, Chris.; Al-Arian, Laila.","New York : Nation Books, 2008"
Warrior king : the triumph and betrayal of an American commander in Iraq /,"Sassaman, Nathan.; Layden, Joseph,","New York : St. Martin's Press, 2008"
"The heart of a soldier : a true story of love, war, and sacrifice /","Blaise, Kate, 1976-; White, Dana.","New York, N.Y. : Gotham Books, 2005"
"I love a man in uniform : a memoir of love, war and other battles /","Burana, Lily.","New York : Weinstein Books, 2009"
"Moment of truth in Iraq : how a new ""greatest generation"" of American soldiers is turning defeat and disaster into victory and hope /","Yon, Mike.","[Minneapolis, MN] : Richard Vigilante Books, 2008"
Because each life is precious : why an Iraqi man risked everything for Private Jessica Lynch /,"Rehaief, Mohammed Odeh.; Coplon, Jeff.","New York, NY : HarperCollins, 2003"
Voices from the front : letters home from America's military family /,"Schaeffer, Frank.","New York : Carroll & Graf ; [Emeryville, CA] : Distributed by Publishers Group West, 2004"
Hammer from above : marine air combat over Iraq /,"Stout, Jay A., 1959-","New York : Presidio Press, 2006"
Kaboom  : embracing the suck in a savage little war /,"Gallagher, Matt.","Cambrigde, MA : Da Capo Press, 2010"
Kill or capture : how a special operations task force took down a notorious al Qaeda terrorist /,"Alexander, Matthew, 1970-","New York : St. Martin's Press, 2011"
Saved by her enemy : an Iraqi woman's journey from the heart of war to the heartland of America /,"Teague, Don, 1965-; Barrak, Rafraf,","New York : Howard Books, 2010"
"Among warriors in Iraq : true grit, special ops, and raiding in Mosul and Fallujah /","Tucker, Mike","Guilford, Conn. : Lyons Press, 2005"
"U.S. Marines in Iraq, 2003 : anthology and annotated bibliography /","Kennedy, Christopher M.","Washington, D.C. : History Division, U.S. Marine Corps, 2006"
Paradise General : riding the surge at a combat hospital in Iraq /,"Hnida, Dave.","New York : Simon & Schuster, 2010"
Marines in the Garden of Eden /,"Lowry, Richard S.","New York : Berkley Caliber, 2006"
Blood stripes : the grunt's view of the war in Iraq /,"Danelo, David J.; Pressfield, Steven.","Mechanicsburg, PA : Stackpole Books, 2006"
City of widows : an Iraqi woman's account of war and resistance /,"Zangana, Haifa, 1950-","New York : Seven Stories Press, 2007"
Over there : from the Bronx to Baghdad /,"Feuer, Alan, 1971-","New York : Counterpoint, 2005"
Highway to hell : dispatches from a mercenary in Iraq /,"Geddes, John.","New York : BROADWAY BOOKS, 2008"
Eight lives down : the story of the world's most dangerous job in the world's most dangerous place /,"Hunter, Chris.","New York : Delacorte Press,  2008, 2007"
Fear up harsh : an Army interrogator's dark journey through Iraq /,"Lagouranis, Tony.; Mikaelian, Allen.","New York, N.Y. : NAL Caliber, 2007"
"Shadow of the sword : a Marine's journey of war, heroism, and redemption /","Workman, Jeremiah, 1983-; Bruning, John R.","New York : Ballantine Books, 2009"
The Snake Eaters : an unlikely band of brothers and the battle for the soul of Iraq /,"West, Owen, 1969-","New York : Free Press, 2012"
Just another soldier : a year on the ground in Iraq /,"Hartley, Jason Christopher.","New York : HarperCollins, 2005"
"Trigger men : shadow team, spider-man, the magnificent bastards, and the American combat sniper /","Halberstadt, Hans.","New York : St. Martin's Press, 2008"
Back in the fight : the explosive memoir of a special operator who never gave up /,"Kapacziewski, Joseph, author.; Sasser, Charles W.,","New York : St. Martin's Press, 2013"
Swimming up the Tigris : real life encounters with Iraq /,"Aziz, Barbara Nimri.","Gainesville, FL : University Press of Florida, 2007"
Breathing the fire : fighting to report--and survive--the war in Iraq /,"Dozier, Kimberly.","Des Moines, IA : Meredith Books, 2008"
Hard Corps : one marine's journey from gangbanger to leatherneck hero /,"Martinez, Marco, 1981-","[New York] : Crown Pub., 2007"
Baghdad bulletin : dispatches on the American occupation /,"Enders, David, 1980-","Ann Arbor : University of Michigan Press, 2005"
Surviving Iraq : soldiers' stories /,"Tripp, Elise Forbes.","Northampton, Mass. : Olive Branch Press, 2008"
Baghdad pups /,"Goldish, Meish.","New York, N.Y. : Bearport Pub., 2011"
Ruff's war : a Navy nurse on the frontline in Iraq /,"Ruff, Cheryl Lynn, 1958-; Roper, K. Sue,","Annapolis, Md. : Naval Institute Press, 2005"
My nuclear family : a coming-of-age in America's twenty-first century military /,"Brownfield, Christopher J.","New York : Alfred A. Knopf, 2010"
The majestic twelve : the true story of the most feared combat escort unit in Baghdad /,"Lynch, Jack W.; Lynch, Rick.","New York : Thomas Dunne Books/St. Martin's Press,  2010, 2009"
HOGs in the shadows : combat stories from Marine snipers in Iraq /,"Afong, Milo S.","New York : Berkley Caliber, 2007"
My men are my heroes : the Brad Kasal story /,"Kasal, Brad, 1966-; Helms, Nathaniel R.","Des Moines, IA : Meredith Books, 2007"
The trident : the forging and reforging of a Navy SEAL leader /,"Redman, Jason, 1975-; Bruning, John R.","New York, NY : William Morrow, an imprint of HarperCollinsPublishers, 2013"
The blue cascade : a memoir of life after war /,"Scotti, Mike.","New York : Grand Central Pub., 2012"
The sutras of Abu Ghraib : notes from a conscientious objector /,"Delgado, Aidan.","Boston, Mass. : Beacon Press, 2007"
Welcome to the suck : narrating the American soldier's experience in Iraq /,"Peebles, Stacey L. 1976-","Ithaca : Cornell University Press, 2011"
"No turning back : one man's inspiring true story of courage, determination, and hope /","Anderson, Bryan, 1981-; Mack, David,","New York, NY : Berkley Pub Group, 2011"
American sniper : the autobiography of the most lethal sniper in U.S. military history /,"Kyle, Chris, 1974-2013.; McEwen, Scott.; DeFelice, Jim,","New York, N.Y. : HarperLuxe, 2012"
"Voices from Iraq : a people's history, 2003-2009 /","Kukis, Mark,","New York : Columbia University Press, 2011"
"Voices from Iraq : a people's history, 2003-2009 /","Kukis, Mark,","New York : Columbia University Press, 2011"
Last letters home : voices of Americans from the battlefields of Iraq /,"Couturi, Bill.; McCain, John,","New York, NY : CDS, 2004"
Ghosts of war : the true story of a 19-year-old GI /,"Smithson, Ryan.","New York, NY : Collins, 2010"
"Once a marine : an Iraq War tank commander's inspirational memoir of combat, courage, and recovery /","Popaditch, Nick.; Steere, Michael.","New York : Savas Beatie, 2008"
Shade it black : death and after in Iraq /,"Goodell, Jess.; Hearn, John E.","Philadelphia : Casemate Publishers, 2011"
Life of an American soldier in Iraq /,"Uschan, Michael V., 1948-","San Diego : Lucent Books, 2005"
Ambush alley : the most extraordinary battle of the Iraq War /,"Pritchard, Tim (Journalist)","New York : Ballantine Books, 2005"
An angel from hell : real life on the front lines /,"Conklin, Ryan A., 1985-","New York : Berkley Caliber, 2010"
Through veterans' eyes : the Iraq and Afghanistan experience /,"Minear, Larry, 1936-","Washington, D.C. : Potomac Books, 2010"
On point : the United States Army in Operation Iraqi Freedom /,"Fontenot, Gregory, 1949-; Degen, E. J.,; Tohn, David,","Fort Leavenworth, Kan. : Combat Studies Institute Press : For sale by the Supt. of Docs., U.S. G.P.O., 2004"
Heart of war : soldier's voices from the front lines in Iraq /,"DiMarco, Damon.","New York, NY : Citadel Press, 2007"
"Generation kill : Devil Dogs, Iceman, Captain America, and the new face of American war /","Wright, Evan.","New York : Berkeley Caliber, 2008"
Nurses in war : voices from Iraq and Afghanistan /,"Scannell-Desch, Elizabeth.; Doherty, Mary Ellen.","New York : Springer, 2012"
Carnivore : a memoir by one of the deadliest American soldiers of all time /,"Johnson, Dillard, author.; Tarr, James,","New York : William Morrow,  2013, 2013"
"Friendly fire : the remarkable story of a journalist kidnapped in Iraq, rescued by an Italian secret service agent, and shot by U.S. forces /","Sgrena, Giuliana.; Keach, William,","Chicago, Ill. : Haymarket Books : Distributed to the trade by Consortium Book Sales and Distribution, 2006"
We got him! : a memoir of the hunt and capture of Saddam Hussein /,"Russell, Steve, 1963-","New York : Threshold Editions, 2011"
War on two fronts : an infantry commander's war in Iraq and the Pentagon /,"Hughes, Christopher P.","Drexel Hill, PA. : Casemate ; 2007"
Faith of our sons : a father's wartime diary /,"Schaeffer, Frank.","New York : Carroll & Graf, 2004"
"From Baghdad, with love : a Marine, the war, and a dog named Lava /","Kopelman, Jay.; Roth, Melinda.","Waterville, Me. : Thorndike Press,  2007, 2006"
The gift of valor : a war story /,"Phillips, Michael M.","New York : Random House Large Print, 2005"
The gift of valor : a war story /,"Phillips, Michael M.","New York : Random House Large Print, 2005"
Fixing hell : an army psychologist confronts Abu Ghraib /,"James, Larry C.; Freeman, Gregory A.","New York : Grand Central Pub., 2008"
Last journey : a father and son in wartime /,"Griffin, Darrell.","New York : Atlas & Co. : Distributed to the trade by W.W. Norton, 2009"
Dancing in the no-fly zone : a woman's journey through Iraq /,"Ditmars, Hadani.","Northampton, Mass. : Olive Branch Press, 2005"
"The nightingale of Mosul : a nurse's journey of service, struggle, and war /","Luz, Susan.; Brotherton, Marcus.","New York : Kaplan Pub., 2010"
"Strategic reflections : Operation Iraqi Freedom, July 2004-February 2007 /","Casey, George W.","Washington, D.C. : National Defense University Press, 2012"
"Your troops : their stories : hearing before the Committee on Armed Services, House of Representatives, One Hundred Ninth Congress, first session, hearing held, November 3, 2005.    Corp","United States., Congress., House., Committee on Armed Services.","Washington : U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O., 2008"
The war I always wanted : the illusion of glory and the reality of war : a screaming eagle in Afghanistan and Iraq /,"Friedman, Brandon, 1978-","St. Paul, MN : Zenith Press, 2007"
To be a friend is fatal : the fight to save the Iraqis America left behind /,"Johnson, Kirk W., author.","New York : Scribner,  2013, 2013"
"Blood, sweat and steel : frontline accounts from the Gulf, Afghanistan and Iraq, [1990-2010] /","Darman, Peter.","London : New Holland, 2010"
"In the shadow of freedom : a heroic journey to liberation, manhood, and America /","Missamou, Tchicaya, 1978-","New York : Atria Books, 2010"
"The last deployment : how a gay, hammer-swinging twentysomething survived a year in Iraq /","Lemer, Bronson.","Madison : University of Wisconsin Press, 2011"
"I am a soldier, too : the Jessica Lynch story /","Bragg, Rick.","Waterville, ME : Thorndike Press,  2004, 2003"
"Generation kill : Devil Dogs, Iceman, Captain America, and the new face of American war /","Wright, Evan.","New York : Berkeley Caliber,  2005, 2004"
In contact! : case studies from the long war /,"Robertson, William Glenn,","Fort Leavenworth, Kan. : Combat Studies Institute Press,  2006-"
On point : the United States Army in Operation Iraqi Freedom /,"Fontenot, Gregory, 1949-; Degen, E. J.,; Tohn, David,","Annapolis, Md. : Naval Institute Press,  2005, 2004"
McCoy's marines : darkside to Baghdad /,"Koopman, John (Journalist)","St. Paul, MN : Zenith Press, 2004"
Inside Fallujah : the unembedded story /,"Mansur, Ahmad, 1962-","Northampton, Mass. : Olive Branch Press, an imprint of Interlink Pub. Group, 2009"
When the war came home : the inside story of reservists and the families they leave behind /,"Bannerman, Stacy.","New York : Continuum, 2006"
Undoing Saddam : from occupation to sovereignty in northern Iraq /,"Bowen, Wayne H., 1968-","Washington, D.C. : Potomac Books, 2007"
Black Knights : on the bloody road to Baghdad /,"Poole, Oliver.","London : HarperCollins, 2003"
Barefoot soldier : a story of extreme valour /,"Beharry, Johnson, 1980-; Cook, Nick.","London : Sphere, 2006"
Doonesbury.com's The sandbox : dispatches from troops in Iraq and Afghanistan /,"Stanford, David,; Trudeau, G. B.,","Kansas City, Mo. : Andrews McMeel Pub., 2007"
Rules of engagement : a life in conflict /,"Collins, Tim, 1960-","London : Headline, 2005"
The last true story I'll ever tell : an accidental soldier's account of the War in Iraq /,"Crawford, John.","New York: Riverhead Books, 2006"
"Winter soldier, Iraq and Afghanistan : eyewitness accounts of the occupations /    Author:  Glantz, Aaron.; Rodriguez, Jared.  Corp",Iraq Veterans Against the War.,"Chicago : Haymarket Books, 2008"
"Powder : writing by women in the ranks, from Vietnam to Iraq /","Cain, Shannon.; Bowden, Lisa.","Tucson, Ariz. : Kore Press, 2008"
The last true story I'll ever tell : an accidental soldier's account of the War in Iraq /,"Crawford, John.","Waterville, Me. : Thorndike Press,  2006, 2005"
Embedded : a Marine Corps adviser inside the Iraqi army /,"Gray, Wesley R.","Annapolis, Md. : Naval Institute Press, 2009"
"Mass casualties : a young medic's true story of death, deception, and dishonor in Iraq /","Anthony, Michael, 1986-","Avon, Mass. : Adams Media, 2009"
The Fighting 69th : one remarkable National Guard Unit's journey from Ground Zero to Baghdad /,"Flynn, Sean Michael.","[Waterville, ME] : Thorndike Press,  2008-2007"
Nobody told us we are defeated : stories from the new Iraq /,"McCarthy, Rory, 1971-","London : Chatto & Windus, 2006"
Iraq and back : inside the war to win the peace /,"Olson, Kim.","Annapolis, Md. : Naval Institute Press, 2006"
Under the gun in Iraq : my year training the Iraqi police /,"Cole, Robert, 1954-; Hogan, Jan.","Amherst, N.Y. : Prometheus Books, 2007"
Nightcap at dawn : American soldiers' counterinsurgency in Iraq /,"Walker, J. B.","New York : Skyhorse Pub., 2012"
The long walk : a story of war and the life that follows /,"Castner, Brian.","Thorndike, Me. : Center Point Large Print, 2012"
Service : a Navy SEAL at war /,"Luttrell, Marcus.; Hornfischer, James D.","New York, N.Y .: Little, Brown and Co., 2012"
Red zone : five bloody years in Baghdad /,"Poole, Oliver.","London : Reportage Press, 2008"
The long road home : a story of war and family /,"Raddatz, Martha.","New York : Berkley Books, 2008"
Purple hearts : back from Iraq ; photographs and interviews /,"Berman, Nina","London : Trolley, 2004"
Heavy metal : a tank company's battle to Baghdad /,"Conroy, Jason, 1972-; Martz, Ron,","Dulles, VA : Potomac Books, 2005"
Bad days in Basra : my turbulent time as Britain's man in southern Iraq /,"Synnott, Hilary.","London ; New York : I.B. Tauris ; New York : Distributed in the USA by Palgrave Macmillan, 2008"
Home and away : a story of family in a time of war /,"French, David, 1969-; French, Nancy,","New York : Center Street, 2011"
Red one : a bomb disposal expert on the front line /,"Ivison, Kevin, 1981-","London : Weidenfeld & Nicolson, 2010"
The highway war : a Marine company commander in Iraq /,"Folsom, Seth W. B., 1972-","Washington, D.C. : Potomac Books, 2006"
A journal for Jordan : a story of love and loss /,"Canedy, Dana.; King, Charles Monroe,","Waterville, Me. : Thorndike Press, 2008"
"The battle for Fallujah : occupation, resistance and stalemate in the war in Iraq /","Foulk, Vincent L., 1950-","Jefferson, N.C. : McFarland & Company, 2007"
Coppola : a pediatric surgeon in Iraq /,"Coppola, Christopher P.","Chicago : NTI Upstream,  2010, 2009"
One bullet away : the making of a Marine officer /,"Fick, Nathaniel.","Boston [Mass.] : Houghton Mifflin Co.,  2006, 2005"
I lost my love in Baghdad : a modern war story /,"Hastings, Michael, 1980-2013.","Waterville, ME : Thorndike Press, 2008"
Fiasco : the American military adventure in Iraq /,"Ricks, Thomas E.","London : Allen Lane, 2006"
In Baghdad : a reporter's war /,"McGeough, Paul, 1954-","Crows Nest, N.S.W. : Allen & Unwin, 2003"
The Junior Officers' Reading Club : killing time and fighting wars /,"Hennessey, Patrick, 1982-","London : Allen Lane, 2009"
Beyond duty : life on the frontline in Iraq /,"Meehan, Shannon P.; Thompson, Roger.","Cambridge : Polity, 2009"
"In conflict : Iraq War veterans speak out on duty, loss, and the fight to stay alive /","Latty, Yvonne.","Sausalito, CA : PoliPoint Press ; [Berkeley, Calif.] : Distributed by Publishers Group West, 2006"
Ronin : a marine scout/sniper platoon in Iraq /,"Tucker, Mike","Mechanicsburg, PA : Stackpole Books, 2008"
Sniper one /,"Mills, Dan, 1968-","London : Michael Joseph, 2007"
The flying carpet to Baghdad : one woman's fight for two orphans of war /,"Jaber, Hala.","London : Macmillan, 2009"
"Under fire : untold stories from the front line of the Iraq War.  Publication:  Upper Saddle River, N.J. : Reuters Prentice Hall, 2004   Document:  English :  Book      Libraries Worldwide : 169     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","Under fire : untold stories from the front line of the Iraq War.  Publication:  Upper Saddle River, N.J. : Reuters Prentice Hall, 2004   Document:  English :  Book      Libraries Worldwide : 169     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","Upper Saddle River, N.J. : Reuters Prentice Hall, 2004"
Predator : the remote-control air war over Iraq and Afghanistan : a pilot's story /,"Martin, Matt J., 1972-; Sasser, Charles W.","Minneapolis, MN : Zenith Press, 2010"
"Buried alive : the true story of kidnapping, captivity, and a dramatic rescue /","Hallums, Roy.; Hudson, Audrey.","Nashville : Thomas Nelson, 2009"
"From Baghdad, with love : a Marine, the war, and a dog named Lava /","Kopelman, Jay.; Roth, Melinda.","Guilford, Conn. : Lyons Press,  2008, 2006"
The boys from Baghdad : from the Foreign Legion to the Killing Fields of Iraq /,"Low, Simon.","Edinburgh : Mainstream, 2007"
Gray land : soldiers on war /,"Goldstein, Barry M., 1952-","New York : W.W. Norton, 2009"
God willing : my wild ride with the new Iraqi Army /,"Navarro, Eric, 1975-","Washington, D.C. : Potomac Books, 2008"
Highway to hell : an ex-SAS soldier's account of the extraordinary private army hired to fight in Iraq /,"Geddes, John.","London : Century, 2006"
A hundred and one days : a Baghdad journal /,"Seierstad, sne, 1970-","Bath : Windsor : Wheeler : Paragon, 2006"
Armed action : my war in the skies with 847 Naval Air Squadron /,"Newton, James, 1972-","London : Headline, 2007"
Nights in the pink motel : an American strategist's pursuit of peace in Iraq /,"Earle, Robert.","Annapolis, Md. : Naval Institute Press, 2008"
A million thanks : my campaign to send one million letters to our troops /,"Fleming, Shauna.; Stamford, L. A.","New York : Doubleday, 2005"
Twice armed : an American soldier's battle for hearts and minds in Iraq /,"King, R. Alan, 1963-","St. Paul, MN : Zenith Press, 2006"
Soldiers and citizens : an oral history of Operation Iraqi Freedom from the battlefield to the Pentagon /,"Mirra, Carl.","New York : Palgrave Macmillan, 2008"
Warrior police : rolling with America's military police in the world's trouble spots /,"Cucullu, Gordon.; Fontana, Chris.","New York : St. Martin's Press, 2011"
Packing inferno : the unmaking of a Marine /,"Boudreau, Tyler E.","Port Townsend, WA : Feral House, 2008"
Task Force Patriot and the end of combat operations in Iraq /,"Proctor, Pat, 1971-","Lanham, Md. : Government Institutes, 2012"
Eight lives down : the story of a counter-terrorist bomb-disposal operator's tour in Iraq /,"Hunter, Chris.","London : Corgi,  2008, 2007"
