title,author,pub
Nam : the Vietnam War in the words of the men and women who fought there /,"Baker, Mark, 1950-","New York, N.Y. : Berkley Books,  1983, 1981"
Scars and stripes : the true story of one man's courage in facing death as a Vietnam POW /,"McDaniel, Eugene B.; Johnson, James Leonard,","Irvine, CA : Harvest House Pub., 1975"
Chickenhawk /,"Mason, Robert, 1942-","London : Corgi,  1984, 1983"
"A G.I.'s Vietnam diary, 1968-1969.","Yezzo, Dominick.","New York, F. Watts, 1974"
The killing zone : my life in the Vietnam War /,"Downs, Frederick.","New York : Berkley Books, 1983"
Beyond combat,"Hutchens, James M.","Chicago, Moody Press 1968"
Dust of life : children of the Saigon streets /,"Thomas, Liz.","London : Hamilton, 1977"
Dispatches /,"Herr, Michael.","New York : Knopf,  1978, 1977"
Yet another voice /,"McDaniel, Norman A.","New York : Hawthorn Books, 1975"
My secret war /,"Drury, Richard S.","Fallbrook, CA : Aero Publishers, 1979"
Everything we had : an oral history of the Vietnam War /,"Santoli, Al,","New York : Ballantine Books,  1984, 1981"
A soldier reports /,"Westmoreland, William C. 1914-2005.","New York : Dell, 1980"
"In the presence of mine enemies, 1965-1973; a prisoner of war","Rutledge, Howard.; Rutledge, Phyllis.; White, Mel,, and others","Boston, G. K. Hall,  1974, 1973"
Dispatches /,"Herr, Michael.","New York : Avon Books,  1978, 1977"
A rumor of war /,"Caputo, Philip.","New York : Ballantine Books, 1977"
With God in a P.O.W. camp,"Gaither, Ralph, 1942-; Henry, Steve.","Nashville, Broadman Press 1973"
Dispatches /,"Herr, Michael.","New York : Avon Books,  1980, 1977"
Nam : the Vietnam War in the words of the men and women who fought there /,"Baker, Mark, 1950-","New York : Morrow, 1981"
"Between two fires, the unheard voices of Vietnam.","Ly-qui-Chung, comp.","New York, Praeger Publishers 1970"
Vietnam : a reporter's war /,"Lunn, Hugh, 1941-","St. Lucia ; New York : University of Queensland Press, 1985"
Seven years in Hanoi; a POW tells his story.,"Chesley, Larry, 1938-","Salt Lake City, Bookcraft Inc. 1973"
Standard operating procedure; notes of a draft-age American.,"Kunen, James S., 1948-",[New York] Avon 1971
The narrow strip of land (the story of a journey),"Tran, Mai Nam.","Hanoi, Foreign Languages Pub. House, 1969"
Prodigal father : a fighter pilot finds peace in the wake of his destruction /,"Bottomly, Heath, 1919-","Glendale, Calif. : G/L Regal Books, 1975"
No tears to flow; woman at war.,"Briand, Rena.","Melbourne, Heinemann 1969"
Fox two /,"Cunningham, Randy, 1941-; Ethell, Jeffrey L.","Mesa, Ariz. : Champlin Fighter Museum, 1984"
"Brothers, black soldiers in the Nam /","Goff, Stanley.; Sanders, Robert.; Smith, Clark,","New York : Berkley Books,  1985, 1982"
The fall of Saigon /,"Fenton, James, 1949-","New York : Granta Publications, 1985"
Postmark: Mekong Delta /,"Johnson, Raymond W.","Westwood, N.J. : Revell, 1968"
If I die in a combat zone : box me up and ship me home /,"O'Brien, Tim.","New York : Dell Pub. Co.,  1979, 1973"
"Scenes of the general offensive and uprising.  Publication:  Hanoi, Foreign Languages Pub. House, 1968   Document:  English :  Book      Libraries Worldwide : 92     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","Scenes of the general offensive and uprising.  Publication:  Hanoi, Foreign Languages Pub. House, 1968   Document:  English :  Book      Libraries Worldwide : 92     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","Hanoi, Foreign Languages Pub. House, 1968"
A civilian doctor in Vietnam.,"Gloeckner, Fred.","Philadelphia, Winchell Co. 1972"
Everything we had : an oral history of the Vietnam War /,"Santoli, Al, 1949-","New York : Ballantine Books,  1982, 1981"
The fall of Saigon /,"Manyon, Julian.","London : Collings, 1975"
The new legions.,"Duncan, Don, 1930-","London, Gollancz, 1967"
The two shores of hell;,"Ray, Michle.","London, Murray, 1968"
British G.I. in Vietnam,"Kemp, Ian, 1940-; Kemp, Peter Kemp.","London, Hale, 1969"
"Letters from Viet Nam,","Munson, Glenn, ed.",[New York] Parallax Pub. Co. 1966
"12, 20 & 5 : a doctor's year in Vietnam /","Parrish, John A. 1939-","New York : E.P. Dutton, 1972"
Nam : the Vietnam War in the words of the men and women who fought there /,"Baker, Mark, 1950-","New York : Berkley, 1981"
Home before morning : the story of an army nurse in Vietnam /,"Van Devanter, Lynda.","New York : Warner Books, 1983"
"Gunners without insignia.  Publication:  Hanoi : Foreign Languages Pub. House, 1966   Document:  English :  Book      Libraries Worldwide : 83     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","Gunners without insignia.  Publication:  Hanoi : Foreign Languages Pub. House, 1966   Document:  English :  Book      Libraries Worldwide : 83     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","Hanoi : Foreign Languages Pub. House, 1966"
"Vietnam memoirs; a passage to sorrow,","Falabella, J. Robert, 1930-","New York, Pageant Press International 1971"
Vietnam war; a report through Asian eyes.,"Honda, Katsuichi, 1933-; Honda, Katsuichi,; Honda, Katsuichi,","Tokyo, Mirai-sha, 1972"
To Asia in peace: story of a non-violent action mission to Indo-China;,"Arrowsmith, Pat.","London, Sidgwick and Jackson, 1972"
The passing of the night : my seven years as a prisoner of the North Vietnamese /,"Risner, Robinson.","New York : Ballantine Books,  1975, 1973"
The Passing of the night : my seven years as a prisoner of the North Vietnamese /,"Risner, Robinson.","New York : Random House, 1973"
A rumor of war /,"Caputo, Philip.","London : Macmillan, 1977"
A soldier reports /,"Westmoreland, William C. 1914-2005.","Garden City, N.Y. : Doubleday, 1976"
Decent interval : the American debacle in Vietnam and the fall of Saigon /,"Snepp, Frank.","London : A. Lane, 1980"
Nothing and amen;,"Fallaci, Oriana.","London, Joseph, 1972"
Viet Nam : the unheard voices /,"Luce, Don.; Sommer, John,","Ithaca, N.Y. : Cornell University Press,  1970, 1969"
"Worthy daughters and sons of Lao people.  Publication:  [Hanoi?] Neo Lao Haksat Publications, 1966   Document:  English :  Book      Libraries Worldwide : 76     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","Worthy daughters and sons of Lao people.  Publication:  [Hanoi?] Neo Lao Haksat Publications, 1966   Document:  English :  Book      Libraries Worldwide : 76     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","[Hanoi?] Neo Lao Haksat Publications, 1966"
A piece of my heart : the stories of 26 American women who served in Vietnam /,"Walker, Keith,","Novato, CA : Presidio Press, 1985"
"The advisor,","Cook, John L., 1945-","Philadelphia, Dorrance 1973"
Living proof /,"McClary, Clebe.; Barker, Dianne,","Atlanta, GA : Cross Roads Publishers, 1978"
The pawns of dishonor /,"Clodfelter, Micheal, 1946-","Boston : Branden Press, 1976"
Desperate praise : the Australians in Vietnam /,"Coe, John J.","Perth, W.A. : Artlook Books, 1982"
Silence was a weapon : the Vietnam war in the villages : a personal perspective /,"Herrington, Stuart A., 1941-","Novato, CA : Presidio Press, 1982"
"Just before the dawn; a doctor's experiences in Vietnam,","Williams, Fenton A., 1940-","New York, Exposition Press 1971"
Living proof /,"McClary, Clebe.; Barker, Dianne,","Atlanta, GA : Cross Roads Publishers, 1978"
"If you don't like the war, switch the damn thing off! /","Cahill, Jack","Don Mills, Ont. : Musson Book Co., 1980"
"The Easter offensive, Vietnam, 1972 /","Turley, G. H. 1931-","Novato, Ca : Presidio Press, 1985"
In love and war : the story of a family's ordeal and sacrifice during the Vietnam years /,"Stockdale, James B.; Stockdale, Sybil.","Toronto ; New York : Bantam Books,  1985, 1984"
The ten dangerous years /,"Smith, Laura Irene Ivory.","Chicago : Moody Press, 1975"
In touch /,"Steinbeck, John, 1946-","London : A. Deutsch, 1969"
Tim Page's NAM /,"Page, Tim.","[London] : Thames & Hudson, 1983"
Soc Trang : a Vietnamese odyssey /,"Bartecchi, Carl E.","Boulder, Colo. : Rocky Mountain Writers Guild, 1980"
"Dear Margaret, today I died ... letters from Vietnam.","Herrgesell, Oscar, 1926-1972.; Herrgesell, Margaret Rowton.","San Antonio, Naylor Co. 1974"
From the shadow of death; stories of POWs,"Heslop, J. Malan, 1923-2011.; Van Orden, Dell R.,","Salt Lake City, Deseret Book Co., 1973"
"Don't cry, it's only thunder /","Hensler, Paul G., 1947-; Houston, Jeanne Wakatsuki.","New York : New American Library, 1984"
Living proof /,"McClary, Clebe.; Barker, Diane.","Pawleys Island, S.C. : C. McClary, 1978"
A rumor of war /,"Caputo, Philip.","London : Arrow Books,  1978, 1977"
Phantom over Vietnam /,"Trotti, John, 1936-","New York : Berkley Books,  1985, 1984"
Vietnam - a voice from the villages : (Senjo no Mura) /,"Honda, Katsuichi, 1933-","Tokyo : Committee for the English Publication of (Vietnam - A Voice from the Villages), 1967"
With the dragon's children,"Garms, David J., 1942-","New York, Exposition Press 1973"
The last day /,"Pilger, John.","London : Mirror Group Books, 1975"
War story /,"Morris, Jim, 1937-","New York : Dell,  1985, 1979"
When hell was in session /,"Denton, Jeremiah A.; Brandt, Ed,","Clover, S.C. : Commission Press,  1979, 1976"
Survivors /,"Grant, Zalin.","New York : Berkley Books,  1985, 1975"
"Fire trial : reportages.  Publication:  Hanoi : Foreign Languages Pub. House, 1965   Document:  English :  Book      Libraries Worldwide : 47   More Like This:  Advanced options ...   See more details for locating this item","Fire trial : reportages.  Publication:  Hanoi : Foreign Languages Pub. House, 1965   Document:  English :  Book      Libraries Worldwide : 47   More Like This:  Advanced options ...   See more details for locating this item","Hanoi : Foreign Languages Pub. House, 1965"
David's story : a casualty of Vietnam /,"Westphall, Victor Walter, 1913-","Springer, N. Mex. : Center for the Advancement of Human Dignity, 1981"
Diary of a short-timer in Vietnam,"Briscoe, Edward G., 1937-","New York, Vantage Press 1970"
Strong at the broken places : a personal story /,"Cleland, Max, 1942-","New York : Berkley Books,  1982, 1980"
"In the presence of mine enemies, 1965-1973 : a prisoner of war /","Rutledge, Howard.; Rutledge, Phyllis.; White, Mel., and others","London : Collins,  1974, 1973"
Dispatches /,"Herr, Michael, 1940-","New York : Knopf, 1977"
Chickenhawk /,"Mason, Robert, 1942-","New York : Viking, 1983"
We accuse; back from Saigon's prisons,"Debris, Jean Pierre, 1944-; Menras, Andr,","[Washington, Indochina Mobile Education Project, 1973"
"Six years in hell : a returned POW views captivity, country, and the nation's future /","Jensen, Jay R.","Bountiful, Utah : Horizon Publishers, 1974"
Platoon leader /,"McDonough, James R., 1946-","Novato, Ca : Presidio, 1985"
Sin-- one way-- economy class /,"Caldwell, Lucy.","Princeton, N.J. : [s.n.], 1976"
If I die in a combat zone /,"O'Brien, Tim.","London : Calder & Boyars, 1973"
"Heroes and heroines of the Liberation Armed Forces of South Vietnam.  Publication:  [Saigon? : Liberation Editions, 1965   Document:  English :  Book      Libraries Worldwide : 42   More Like This:  Advanced options ...   See more details for locating this item","Heroes and heroines of the Liberation Armed Forces of South Vietnam.  Publication:  [Saigon? : Liberation Editions, 1965   Document:  English :  Book      Libraries Worldwide : 42   More Like This:  Advanced options ...   See more details for locating this item","[Saigon? : Liberation Editions, 1965"
Nam doc /,"Byerly, Wesley Grimes, 1926-","New York : Vantage Press, 1981"
"Body count: Lieutenant Calley's story, as told to John Sack;","Calley, William Laws, 1943-; Sack, John.","London (3 Fitzroy Sq., W.1), Hutchinson and Co. (Publishers) Ltd, 1971"
The passing of the night : my seven years as a prisoner of the North Vietnamese /,"Risner, Robinson.","Old Saybrook, Conn. : Konecky & Konecky, 1973"
It is well : reflections on war /,"Kohler, Harrison.","Boston : Branden Press, 1976"
Arkansas men at war.,"Tucker, James Guy.","[Little Rock, Ark., Pioneer Press, 1968"
"Bloods, an oral history of the Vietnam War /","Terry, Wallace.","New York : Random House, 1984"
Soldier /,"Herbert, Anthony B.; Wooten, James T.","New York, N.Y. : Dell Pub., 1973"
For self and country : for the wounded in Vietnam the journey home took more courage than going into battle : a true story /,"Eilert, Rick.","New York : W. Morrow, 1983"
Hanoi release John Nasmyth : a family love story /,"Nasmyth, Virginia.; Nasmyth, Spike.","Santa Paula, Calif. : V. Parr Pub., 1984"
"The line is drawn : extracts from the letters of Captain J.P. Spruill, U.S. Army.","Spruill, J. P. 1931-1964.","[Washington, D.C.] : U.S. G.P.O., 1964"
The passing of the night : my seven years as a prisoner of the North Vietnamese /,"Risner, Robinson.","Old Saybrook, Conn. : Konecky & Konecky, 1973"
Your men at war : Tom Tiede in Viet Nam.,"Tiede, Tom.","Cleveland, Ohio : Newspaper Enterprise Association, 1966"
Petticoat medic in Vietnam : adventures of a woman doctor /,"Trembly, Diane L.","New York : Vantage Press, 1976"
Ten Vietnamese.,"Sheehan, Susan.","London, Cape 1967"
If I die in a combat zone : box me up and ship me home /,"O'Brien, Tim.","New York : Dell Pub. Co.,  1973, 1984"
Goodbye Mr. President : the story of one man's search for peace! /,"Kirban, Salem.","Huntingdon Valley, Pa. : Salem Kirban, 1974"
"Phantom over Vietnam : fighter pilot, USMC /","Trotti, John, 1936-","Novato, CA : Presidio Press, 1984"
Nam : the Vietnam War in the words of the men and women who fought there /,"Baker, Mark, 1950-","London : Abacus,  1982, 1981"
Going home.,"Bernard, Edward, 1938-","Philadelphia, Dorrance 1973"
M /,"Sack, John.","New York : Avon Books, 1985"
Captain for dark mornings : a true story /,"Meshad, Shad.","Playa del Rey, Calif. (101 East Fowling St., Playa del Rey 90291) : Creative Image Associates, 1982"
"Peace with honor? : an American reports on Vietnam, 1973-1975 /","Herrington, Stuart A., 1941-","Novato, Calif. : Presidio Press, 1983"
Aces & aerial victories : the United States Air Force in Southeast Asia 1965-1973 /,"Futrell, Frank R.; Eastman, James N.; Hanak, Walter K.,, and others","[Washington, D.C.] : Office of Air Force History, Headquaters USAF, 1977"
For self and country /,"Eilert, Rick.","New York : Pocket Books,  1984, 1983"
"Front lines : soldiers' writings from Vietnam /  Publication:  Cambridge : Indochina Curriculum Group, 1975   Document:  English :  Book      Libraries Worldwide : 27   More Like This:  Advanced options ...   See more details for locating this item","Front lines : soldiers' writings from Vietnam /  Publication:  Cambridge : Indochina Curriculum Group, 1975   Document:  English :  Book      Libraries Worldwide : 27   More Like This:  Advanced options ...   See more details for locating this item","Cambridge : Indochina Curriculum Group, 1975"
Vietnam diary /,"Tregaskis, Richard, 1916-1973.","New York : Popular Library, 1963"
Dispatches /,"Herr, Michael.","New York, N.Y. : Avon, 1977"
My days in Vietnam /,"Mangiolardo, Michael.","New York : Vantage Press, 1969"
Short time : stories /,"Primm, Sandy, 1944-","St. Louis : Cauldron Press, 1977"
"Vietnam combat /  Publication:  New York : Pyramid Books, 1967   Document:  English :  Book      Libraries Worldwide : 27     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","Vietnam combat /  Publication:  New York : Pyramid Books, 1967   Document:  English :  Book      Libraries Worldwide : 27     Columbia University Libraries   More Like This:  Advanced options ...   See more details for locating this item","New York : Pyramid Books, 1967"
Soc Trang : a Vietnamese odyssey /,"Bartecchi, Carl E.","Boulder, Colo. : Rocky Mountain Writers Guild,  1982, 1980"
Too proud to die /,"Helle, Roger.; Coppin, Ezra.","Ventura, Calif. : Vision House, 1982"
The commission /,"Barrett, Richard, 1943-","Jackson, Miss. : Barrett, 1982"
North Vietnam; a first-hand account of the blitz.,"Salmon, Malcolm.","[Sydney, Tribune, 1969"
Born on the fourth of July /,"Kovic, Ron.","New York : Pocket Books, 1976"
"""Help! What do I do now?"" : the adventures of a young missionary nurse in Vietnam /","Bennett, Marilyn Faye.","Nashville : Southern Pub. Association, 1976"
Once a warrior king : memories of an officer in Vietnam /,"Donovan, David.","New York : McGraw-Hill, 1985"
"Hammer and rifle.  Publication:  Hanoi : Editorial Board of the Vietnamese Trade Unions, Vietnam Federation of Trade Unions  1966-1972   Document:  English :  Book      Libraries Worldwide : 22   More Like This:  Advanced options ...   See more details for locating this item","Hammer and rifle.  Publication:  Hanoi : Editorial Board of the Vietnamese Trade Unions, Vietnam Federation of Trade Unions  1966-1972   Document:  English :  Book      Libraries Worldwide : 22   More Like This:  Advanced options ...   See more details for locating this item","Hanoi : Editorial Board of the Vietnamese Trade Unions, Vietnam Federation of Trade Unions  1966-1972"
No sad songs;,"Brown, Gerald Austin, 1941-1967.; Spaulding, Grace.","Fort Worth, Tex., Branch-Smith, 1973"
"The newbe,","Miller, Bob, 1940-","Florence, Ala., HiString Records 1973"
Good soldiers don't go to heaven /,"Reich, Dale Everett.","Whitewater, Wis. : Garden of Eden Press, 1979"
Enemy contact! : a Vietnam combat action story /,"Churchill, Kenneth W.","Canton, Ill. : Enemy Contact, 1982"
"Vietnam diary, October 1967-July 1968.","Lovy, Andrew.","New York, Exposition Press 1970"
When hell was in session /,"Denton, Jeremiah A.; Brandt, Ed.","Lake Wylie, S.C. : Jeremiah Denton Associates, 1982"
Vietnam : what a soldier gives /,"Hartline, David L.","Summerville, Ga. : ESPY Pub. Co., 1984"
The doom pussy /,"Shepard, Elaine.","New York : Trident Press, 1967"
Five women I love : Bob Hope's Vietnam story.,"Hope, Bob, 1903-2003.","Hale, 1967"
Land aflame,"Levchenko, Irina Nikolaevna, 1924-","Moscow, Progress Publishers 1969"
"Lieutenant Calley, his own story /","Calley, William Laws, 1943-; Sack, John.","New York : Grosset & Dunlap,  1974, 1971"
Death and the jungle /,"Veysey, Arthur.","London : Library 33, 1966"
Goodbye Mister President; the story of one man's search for peace.,"Kirban, Salem.","Huntington Valley, Pa., 1967"
Half a world away /,"Wesseler, David.","New York : Vantage Press, 1980"
